algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
Random,random,100,leader_and_secondary,0,26,0.7787666143390255,1,2,98.0,0.8537200603356802,1,98,
HighBattery,random,100,leader_and_secondary,0,28,0.8438854078694074,2,2,98.0,0.881815129698535,2,98,
MostConnected,random,100,leader_and_secondary,0,34,0.8870297610695435,2,2,86.0,0.8997119847860932,2,2802,
Raft,random,100,leader_and_secondary,0,13,0.891864106237929,6,2,0.0,0.7356184006757642,6,218,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,1,55,1.0,5,2,94.0,1.0,5,8286,
Bully,random,100,leader_and_secondary,1,99,0.9582121210253283,100,2,97.0,0.823992046585312,98,4851,
Random,random,100,leader_and_secondary,1,41,0.7748741770035397,1,2,59.0,0.93503768004135,1,98,
HighBattery,random,100,leader_and_secondary,1,85,0.759376311603648,2,2,79.0,0.9221095296400815,2,98,
MostConnected,random,100,leader_and_secondary,1,10,0.8658335384212248,2,2,72.0,0.8848608821904838,2,2746,
Raft,random,100,leader_and_secondary,1,6,0.8801625282050022,6,2,4.0,0.6735707208635455,6,215,term=1
Fitness,random,100,leader_and_secondary,2,48,1.0,6,2,91.0,1.0,6,10936,
Bully,random,100,leader_and_secondary,2,99,0.9053198125451701,100,2,97.0,0.7010694573093101,98,4851,
Random,random,100,leader_and_secondary,2,10,0.833966693200488,1,2,26.0,0.7413457434446343,1,98,
HighBattery,random,100,leader_and_secondary,2,84,0.8932521767901401,2,2,91.0,0.9562084375104597,2,98,
MostConnected,random,100,leader_and_secondary,2,48,1.0,2,2,79.0,0.9346830065085644,2,2726,
Raft,random,100,leader_and_secondary,2,0,0.7986462973104843,6,2,1.0,0.9187215074030071,6,221,term=1
Fitness,random,100,leader_and_secondary,3,44,1.0,6,2,26.0,1.0,6,11056,
Bully,random,100,leader_and_secondary,3,99,0.7572662919284399,100,2,97.0,0.740692557817532,98,4851,
Random,random,100,leader_and_secondary,3,50,0.7731943918443047,1,2,87.0,0.8320654454177133,1,98,
HighBattery,random,100,leader_and_secondary,3,49,0.9430241952508078,2,2,89.0,0.8938283135318484,2,98,
MostConnected,random,100,leader_and_secondary,3,38,0.9290351431080831,2,2,30.0,0.8949190237373766,2,2750,
Raft,random,100,leader_and_secondary,3,5,0.7359238993651696,6,2,0.0,0.916613034393649,6,236,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,4,69,1.0,6,2,62.0,1.0,6,11072,
Bully,random,100,leader_and_secondary,4,99,0.7517736570066439,100,2,97.0,0.817827154546586,98,4851,
Random,random,100,leader_and_secondary,4,13,0.9069952132103688,1,2,58.0,0.8715699274261143,1,98,
HighBattery,random,100,leader_and_secondary,4,4,0.8800383638467664,2,2,69.0,0.9999535285003326,2,98,
MostConnected,random,100,leader_and_secondary,4,58,0.8895055565441912,2,2,22.0,0.9845432221370247,2,2748,
Raft,random,100,leader_and_secondary,4,2,0.7929084994278187,6,2,1.0,0.785320579976162,6,222,term=1
Fitness,random,100,leader_and_secondary,5,81,1.0,5,2,45.0,1.0,5,8544,
Bully,random,100,leader_and_secondary,5,99,0.7882386777162834,100,2,97.0,0.821137030646016,98,4851,
Random,random,100,leader_and_secondary,5,77,0.8874187423332507,1,2,71.0,0.9045645258891225,1,98,
HighBattery,random,100,leader_and_secondary,5,33,0.860360094125149,2,2,62.0,0.8715570468777093,2,98,
MostConnected,random,100,leader_and_secondary,5,42,0.9005376370271938,2,2,81.0,1.0,2,2838,
Raft,random,100,leader_and_secondary,5,1,0.874482377662545,6,2,2.0,0.9066101842801555,6,223,term=1
Fitness,random,100,leader_and_secondary,6,65,1.0,5,2,98.0,1.0,5,8238,
Bully,random,100,leader_and_secondary,6,99,0.8717506812617868,100,2,97.0,0.7359496669678912,98,4851,
Random,random,100,leader_and_secondary,6,67,0.7766927111141106,1,2,38.0,0.6769918230177262,1,98,
HighBattery,random,100,leader_and_secondary,6,64,0.8733920449038157,2,2,85.0,0.7830418386789758,2,98,
MostConnected,random,100,leader_and_secondary,6,18,0.9406493442380118,2,2,83.0,0.9307566548042759,2,2734,
Raft,random,100,leader_and_secondary,6,1,0.7827421013912028,6,2,0.0,0.8245806498226164,6,225,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,7,85,1.0,5,2,52.0,1.0,5,8856,
Bully,random,100,leader_and_secondary,7,99,0.8904972720304376,100,2,97.0,0.8330692622860646,98,4851,
Random,random,100,leader_and_secondary,7,61,0.8851272769640437,1,2,29.0,0.8560409979661997,1,98,
HighBattery,random,100,leader_and_secondary,7,77,0.8535328544238604,2,2,61.0,0.8773155270817381,2,98,
MostConnected,random,100,leader_and_secondary,7,20,0.9405266436544971,2,2,76.0,0.852180633526953,2,2940,
Raft,random,100,leader_and_secondary,7,3,0.9517864845266928,6,2,0.0,0.7947630950209484,6,221,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,8,51,1.0,5,2,66.0,1.0,5,8388,
Bully,random,100,leader_and_secondary,8,99,0.8348692422499338,100,2,97.0,0.762101323591714,98,4851,
Random,random,100,leader_and_secondary,8,50,0.835536848820258,1,2,30.0,0.7382613094594478,1,98,
HighBattery,random,100,leader_and_secondary,8,22,0.8443187244015237,2,2,93.0,0.8952064007244369,2,98,
MostConnected,random,100,leader_and_secondary,8,23,0.9701125630750627,2,2,47.0,0.8107428796972506,2,2796,
Raft,random,100,leader_and_secondary,8,10,0.8405080315915517,6,2,1.0,0.8525803902111064,6,227,term=1
Fitness,random,100,leader_and_secondary,9,15,1.0,5,2,81.0,1.0,5,8436,
Bully,random,100,leader_and_secondary,9,99,0.7541127318744162,100,2,97.0,0.7440919970453681,98,4851,
Random,random,100,leader_and_secondary,9,88,0.7447383108621055,1,2,74.0,0.8232352563331021,1,98,
HighBattery,random,100,leader_and_secondary,9,12,0.86463350860062,2,2,7.0,0.8456896442798654,2,98,
MostConnected,random,100,leader_and_secondary,9,68,0.9723022178448207,2,2,31.0,0.9132365814517229,2,2786,
Raft,random,100,leader_and_secondary,9,2,0.8065375565322924,6,2,0.0,0.8778561411503476,6,225,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,10,34,1.0,5,2,32.0,1.0,5,8850,
Bully,random,100,leader_and_secondary,10,99,0.8385810806126455,100,2,97.0,0.8672084140390199,98,4851,
Random,random,100,leader_and_secondary,10,35,0.917630767576838,1,2,42.0,0.8545293265876427,1,98,
HighBattery,random,100,leader_and_secondary,10,6,0.8570264719663655,2,2,56.0,0.9321912866123754,2,98,
MostConnected,random,100,leader_and_secondary,10,93,0.9659380554897768,2,2,24.0,0.8871796241887918,2,2934,
Raft,random,100,leader_and_secondary,10,3,0.855442128956717,6,2,6.0,0.8668928517939579,6,220,term=1
Fitness,random,100,leader_and_secondary,11,1,1.0,5,2,64.0,1.0,5,8628,
Bully,random,100,leader_and_secondary,11,99,0.9114616788164823,100,2,97.0,0.8273502875528589,98,4851,
Random,random,100,leader_and_secondary,11,66,0.8547472122470409,1,2,93.0,0.7313487811669379,1,98,
HighBattery,random,100,leader_and_secondary,11,2,0.8377400904745865,2,2,0.0,0.9201836804185566,2,98,
MostConnected,random,100,leader_and_secondary,11,99,0.9114616788164823,2,2,44.0,0.942014935541075,2,2850,
Raft,random,100,leader_and_secondary,11,5,0.8635155709243565,6,2,2.0,0.8443859409528044,6,220,term=1
Fitness,random,100,leader_and_secondary,12,6,1.0,5,2,88.0,1.0,5,8538,
Bully,random,100,leader_and_secondary,12,99,0.9571852592739725,100,2,97.0,0.8469015365596819,98,4851,
Random,random,100,leader_and_secondary,12,30,0.7937723696355518,1,2,63.0,0.7984667614003252,1,98,
HighBattery,random,100,leader_and_secondary,12,10,0.867802496315663,2,2,78.0,0.8948818702243064,2,98,
MostConnected,random,100,leader_and_secondary,12,6,1.0,2,2,98.0,0.9168715817424844,2,2836,
Raft,random,100,leader_and_secondary,12,5,0.818673433559075,6,2,0.0,0.8979536191039983,6,225,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,13,3,1.0,5,2,23.0,1.0,5,8256,
Bully,random,100,leader_and_secondary,13,99,0.8552224664585522,100,2,97.0,0.8318948231700966,98,4851,
Random,random,100,leader_and_secondary,13,8,0.9545204788868533,1,2,85.0,0.8743944824331379,1,98,
HighBattery,random,100,leader_and_secondary,13,49,0.8880684541188917,2,2,59.0,0.8153598289778224,2,98,
MostConnected,random,100,leader_and_secondary,13,3,1.0,2,2,89.0,1.0,2,2750,
Raft,random,100,leader_and_secondary,13,0,0.8103113939202947,6,2,12.0,0.7637575802581463,6,215,term=1
Fitness,random,100,leader_and_secondary,14,15,1.0,5,2,76.0,1.0,5,8562,
Bully,random,100,leader_and_secondary,14,99,0.9315355138468059,100,2,97.0,0.9035266569097588,98,4851,
Random,random,100,leader_and_secondary,14,73,0.8956236614125364,1,2,11.0,0.7659170553434753,1,98,
HighBattery,random,100,leader_and_secondary,14,51,0.8854495697831557,2,2,46.0,0.8715682631536349,2,98,
MostConnected,random,100,leader_and_secondary,14,76,0.9684431159889215,2,2,50.0,1.0,2,2838,
Raft,random,100,leader_and_secondary,14,3,0.9629734214377151,6,2,4.0,0.8854476557248503,6,223,term=1
Fitness,random,100,leader_and_secondary,15,63,1.0,5,2,86.0,1.0,5,8526,
Bully,random,100,leader_and_secondary,15,99,0.6856886659645347,100,2,97.0,0.8044573503588337,98,4851,
Random,random,100,leader_and_secondary,15,10,0.8737832943291493,1,2,0.0,0.7148226912283073,1,98,
HighBattery,random,100,leader_and_secondary,15,37,0.9520485561125726,2,2,25.0,0.8499893449308281,2,98,
MostConnected,random,100,leader_and_secondary,15,63,1.0,2,2,4.0,0.9060536293370596,2,2828,
Raft,random,100,leader_and_secondary,15,0,0.7198395560812823,6,2,1.0,0.7039559407509965,6,217,term=1
Fitness,random,100,leader_and_secondary,16,51,1.0,6,2,88.0,1.0,6,11168,
Bully,random,100,leader_and_secondary,16,99,0.8125623878195356,100,2,97.0,0.9148308205154247,98,4851,
Random,random,100,leader_and_secondary,16,93,0.7628266418849527,1,2,85.0,0.9858196315180014,1,98,
HighBattery,random,100,leader_and_secondary,16,53,0.8770743135896524,2,2,8.0,0.8458692223648422,2,98,
MostConnected,random,100,leader_and_secondary,16,57,0.9784710298630238,2,2,28.0,0.9591689879897383,2,2774,
Raft,random,100,leader_and_secondary,16,0,0.924138143346703,6,2,10.0,0.857544749006212,6,227,term=1
Fitness,random,100,leader_and_secondary,17,22,1.0,5,2,18.0,1.0,5,8652,
Bully,random,100,leader_and_secondary,17,99,0.878687897611012,100,2,97.0,0.8916476681690434,98,4851,
Random,random,100,leader_and_secondary,17,8,0.7790073329188898,1,2,3.0,0.8237960428066229,1,98,
HighBattery,random,100,leader_and_secondary,17,93,0.9586120815492274,2,2,99.0,0.8783539084210283,2,98,
MostConnected,random,100,leader_and_secondary,17,7,0.9316038044891001,2,2,59.0,0.9330360078875548,2,2872,
Raft,random,100,leader_and_secondary,17,1,0.9035257540065413,6,2,5.0,0.796349449751375,6,224,term=1
Fitness,random,100,leader_and_secondary,18,63,1.0,5,2,22.0,1.0,5,8652,
Bully,random,100,leader_and_secondary,18,99,0.9156758232010561,100,2,97.0,0.836302163197845,98,4851,
Random,random,100,leader_and_secondary,18,85,0.8867026179352712,1,2,39.0,0.9156881809528441,1,98,
HighBattery,random,100,leader_and_secondary,18,16,0.8998300957470678,2,2,95.0,0.8298666928284975,2,98,
MostConnected,random,100,leader_and_secondary,18,63,1.0,2,2,75.0,1.0,2,2882,
Raft,random,100,leader_and_secondary,18,2,0.9112891754335598,6,2,5.0,0.7701691473724083,6,223,term=1
Fitness,random,100,leader_and_secondary,19,65,1.0,5,2,57.0,1.0,5,8466,
Bully,random,100,leader_and_secondary,19,99,0.7863378830657652,100,2,97.0,0.817231314349132,98,4851,
Random,random,100,leader_and_secondary,19,53,0.9232365393672991,1,2,62.0,0.9297380042751914,1,98,
HighBattery,random,100,leader_and_secondary,19,4,0.882747576849712,2,2,62.0,0.9317634334310609,2,98,
MostConnected,random,100,leader_and_secondary,19,65,1.0,2,2,28.0,0.8656300817176833,2,2818,
Raft,random,100,leader_and_secondary,19,3,0.8246475409228433,6,2,6.0,0.7789867221798341,6,224,term=1
Fitness,random,100,leader_and_secondary,20,25,1.0,5,2,29.0,1.0,5,8346,
Bully,random,100,leader_and_secondary,20,99,0.7701009926045043,100,2,97.0,0.7574975353232186,98,4851,
Random,random,100,leader_and_secondary,20,39,0.7793898812738352,1,2,63.0,0.7354858564974385,1,98,
HighBattery,random,100,leader_and_secondary,20,58,0.8151977384095247,2,2,21.0,0.8642747784133875,2,98,
MostConnected,random,100,leader_and_secondary,20,25,1.0,2,2,33.0,0.9442134414298774,2,2770,
Raft,random,100,leader_and_secondary,20,1,0.752939591945211,6,2,2.0,0.8116805757646514,6,228,term=1
Fitness,random,100,leader_and_secondary,21,22,1.0,5,2,48.0,1.0,5,8670,
Bully,random,100,leader_and_secondary,21,99,0.8634518639801483,100,2,97.0,0.8391876215009421,98,4851,
Random,random,100,leader_and_secondary,21,2,0.7971841818750159,1,2,52.0,0.817291918566335,1,98,
HighBattery,random,100,leader_and_secondary,21,34,0.9631772326804328,2,2,78.0,0.7908641372809718,2,98,
MostConnected,random,100,leader_and_secondary,21,20,0.9151720108359943,2,2,22.0,1.0,2,2884,
Raft,random,100,leader_and_secondary,21,0,0.9051527578995071,6,2,2.0,0.7976579406544352,6,220,term=1
Fitness,random,100,leader_and_secondary,22,13,1.0,5,2,10.0,1.0,5,8364,
Bully,random,100,leader_and_secondary,22,99,0.8585542957971231,100,2,97.0,0.7907901302252083,98,4851,
Random,random,100,leader_and_secondary,22,5,0.7733032717788226,1,2,42.0,0.8430100098740326,1,98,
HighBattery,random,100,leader_and_secondary,22,66,0.8189108853889053,2,2,37.0,0.8510446190810669,2,98,
MostConnected,random,100,leader_and_secondary,22,13,1.0,2,2,10.0,1.0,2,2788,
Raft,random,100,leader_and_secondary,22,0,0.8626467506738471,6,2,3.0,0.8762351070462729,6,230,term=1
Fitness,random,100,leader_and_secondary,23,21,1.0,5,2,64.0,1.0,5,8400,
Bully,random,100,leader_and_secondary,23,99,0.7720843047817357,100,2,97.0,0.7925217014035632,98,4851,
Random,random,100,leader_and_secondary,23,85,0.8247373466896489,1,2,39.0,0.8485200181644438,1,98,
HighBattery,random,100,leader_and_secondary,23,35,0.968225353635368,2,2,91.0,0.8704297054421254,2,98,
MostConnected,random,100,leader_and_secondary,23,21,1.0,2,2,46.0,0.9274967046786196,2,2790,
Raft,random,100,leader_and_secondary,23,7,0.898879585728202,6,2,11.0,0.8017577850308404,6,223,term=1
Fitness,random,100,leader_and_secondary,24,70,1.0,5,2,59.0,1.0,5,8640,
Bully,random,100,leader_and_secondary,24,99,0.817714623282476,100,2,97.0,0.8450511661637747,98,4851,
Random,random,100,leader_and_secondary,24,56,0.7372198584790828,1,2,51.0,0.7916056237173031,1,98,
HighBattery,random,100,leader_and_secondary,24,54,0.9287730743719432,2,2,88.0,0.8650172458026932,2,98,
MostConnected,random,100,leader_and_secondary,24,74,0.8018386057949922,2,2,19.0,0.9307871733568099,2,2878,
Raft,random,100,leader_and_secondary,24,4,0.8040497498254356,6,2,0.0,0.8809924706269362,6,226,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,25,72,1.0,6,2,16.0,1.0,6,10712,
Bully,random,100,leader_and_secondary,25,99,0.881155024993517,100,2,97.0,0.8272318090920916,98,4851,
Random,random,100,leader_and_secondary,25,59,0.7492493341595231,1,2,79.0,0.9013442814181969,1,98,
HighBattery,random,100,leader_and_secondary,25,64,0.9398004493987995,2,2,68.0,0.9242756817089163,2,98,
MostConnected,random,100,leader_and_secondary,25,72,1.0,2,2,42.0,0.8793249083840815,2,2674,
Raft,random,100,leader_and_secondary,25,1,0.7403017251394157,6,2,3.0,0.7780389759743956,6,207,term=1
Fitness,random,100,leader_and_secondary,26,74,1.0,5,2,14.0,1.0,5,7926,
Bully,random,100,leader_and_secondary,26,99,0.7510875845471536,100,2,97.0,0.8568897885641138,98,4851,
Random,random,100,leader_and_secondary,26,51,0.8377037521524308,1,2,55.0,0.865747247689266,1,98,
HighBattery,random,100,leader_and_secondary,26,77,0.8603564556943831,2,2,59.0,0.8614742369503475,2,98,
MostConnected,random,100,leader_and_secondary,26,43,0.8656406007293722,2,2,38.0,0.9405286087134335,2,2620,
Raft,random,100,leader_and_secondary,26,4,0.8640306344432931,6,2,0.0,0.8011215676370901,6,225,No consensus after 20 terms
Fitness,random,100,leader_and_secondary,27,85,1.0,6,2,21.0,1.0,6,11296,
Bully,random,100,leader_and_secondary,27,99,0.7743996144481083,100,2,97.0,0.8539489219376103,98,4851,
Random,random,100,leader_and_secondary,27,8,0.8853682708771264,1,2,57.0,0.8187091710877051,1,98,
HighBattery,random,100,leader_and_secondary,27,87,0.8680068014305714,2,2,42.0,0.8481555024298193,2,98,
MostConnected,random,100,leader_and_secondary,27,27,0.9188150250094247,2,2,5.0,0.9128629250701222,2,2814,
Raft,random,100,leader_and_secondary,27,0,0.8969996762026404,6,2,5.0,0.9229480532998232,6,232,term=1
Fitness,random,100,leader_and_secondary,28,73,1.0,6,2,40.0,1.0,6,11136,
Bully,random,100,leader_and_secondary,28,99,0.8595668665457924,100,2,97.0,0.8967001788302484,98,4851,
Random,random,100,leader_and_secondary,28,41,0.8735666777360119,1,2,40.0,0.9728302421506948,1,98,
HighBattery,random,100,leader_and_secondary,28,76,0.8261359760073754,2,2,91.0,0.7805113202501578,2,98,
MostConnected,random,100,leader_and_secondary,28,40,0.9819404580712922,2,2,24.0,0.8893159993980227,2,2770,
Raft,random,100,leader_and_secondary,28,2,0.7887801789058257,6,2,8.0,0.9343897521155111,6,232,term=1
Fitness,random,100,leader_and_secondary,29,10,1.0,6,2,40.0,1.0,6,11448,
Bully,random,100,leader_and_secondary,29,99,0.6898289887173089,100,2,97.0,0.9087833587058818,98,4851,
Random,random,100,leader_and_secondary,29,29,0.9159109269224309,1,2,91.0,0.7781922714023495,1,98,
HighBattery,random,100,leader_and_secondary,29,60,0.8839915372313074,2,2,1.0,0.8372745750224213,2,98,
MostConnected,random,100,leader_and_secondary,29,39,0.9320592360226826,2,2,83.0,0.9030208791574094,2,2856,
Raft,random,100,leader_and_secondary,29,3,0.9138678058097957,6,2,0.0,0.935896114891661,6,222,No consensus after 20 terms
Fitness,scale_free,100,leader_only,0,0,1.0,7,1,5.0,1.0,8,2100,
Bully,scale_free,100,leader_only,0,99,0.6487699021779733,100,1,98.0,0.5613750912856104,99,4950,
Random,scale_free,100,leader_only,0,67,0.5348557183935043,1,1,91.0,0.5223361726298043,1,99,
HighBattery,scale_free,100,leader_only,0,0,1.0,2,1,27.0,0.7972312636485805,2,99,
MostConnected,scale_free,100,leader_only,0,0,1.0,2,1,3.0,0.9471995146783259,2,350,
Raft,scale_free,100,leader_only,0,3,0.794468928453647,6,1,0.0,1.0,6,217,No consensus after 20 terms
Fitness,scale_free,100,leader_only,1,3,1.0,8,1,0.0,1.0,8,2148,
Bully,scale_free,100,leader_only,1,99,0.6095909278715168,100,1,98.0,0.5837374922237778,99,4950,
Random,scale_free,100,leader_only,1,14,0.6154036395774011,1,1,44.0,0.6476983399826554,1,99,
HighBattery,scale_free,100,leader_only,1,97,0.7387855290370693,2,1,75.0,0.7037645776692143,2,99,
MostConnected,scale_free,100,leader_only,1,0,0.9780866999514686,2,1,3.0,1.0,2,358,
Raft,scale_free,100,leader_only,1,4,0.5641040513916402,6,1,5.0,0.9295129511465339,6,214,term=1
Fitness,scale_free,100,leader_only,2,7,1.0,8,1,3.0,1.0,8,2148,
Bully,scale_free,100,leader_only,2,99,0.5709649744341736,100,1,98.0,0.6124168408847388,99,4950,
Random,scale_free,100,leader_only,2,97,0.5445640752245948,1,1,23.0,0.7418406597870956,1,99,
HighBattery,scale_free,100,leader_only,2,24,0.730832857957141,2,1,20.0,0.6952571571732951,2,99,
MostConnected,scale_free,100,leader_only,2,3,0.9397980640864446,2,1,7.0,1.0,2,358,
Raft,scale_free,100,leader_only,2,3,0.9397980640864446,6,1,0.0,0.8567478678730819,6,211,No consensus after 20 terms
Fitness,scale_free,100,leader_only,3,3,1.0,7,1,0.0,1.0,8,2016,
Bully,scale_free,100,leader_only,3,99,0.7184159285705379,100,1,98.0,0.680120360641443,99,4950,
Random,scale_free,100,leader_only,3,69,0.6383593531780859,1,1,31.0,0.7069417009258737,1,99,
HighBattery,scale_free,100,leader_only,3,11,0.9033424388904204,2,1,20.0,0.7799685134757077,2,99,
MostConnected,scale_free,100,leader_only,3,0,0.9896307320633551,2,1,3.0,1.0,2,336,
Raft,scale_free,100,leader_only,3,1,0.6814054347370676,6,1,0.0,0.9684291656492565,6,224,No consensus after 20 terms
Fitness,scale_free,100,leader_only,4,0,1.0,7,1,8.0,1.0,8,2088,
Bully,scale_free,100,leader_only,4,99,0.6340350306481832,100,1,98.0,0.6467768956176544,99,4950,
Random,scale_free,100,leader_only,4,72,0.6642716644804064,1,1,85.0,0.5639529109237237,1,99,
HighBattery,scale_free,100,leader_only,4,3,0.7311887740660855,2,1,46.0,0.6732155102536421,2,99,
MostConnected,scale_free,100,leader_only,4,0,1.0,2,1,8.0,1.0,2,348,
