algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
MostConnected,geometric,50,leader_and_secondary,13,9,1.0,2,2,0.0,0.9358649820187168,2,584,
Raft,geometric,50,leader_and_secondary,13,6,0.8822127108295025,6,2,3.0,0.8006357287738252,6,112,term=1
Fitness,geometric,50,leader_and_secondary,14,32,1.0,7,2,36.0,1.0,6,2688,
Bully,geometric,50,leader_and_secondary,14,49,0.7172586101813097,50,2,47.0,0.7378510062935227,48,1176,
Random,geometric,50,leader_and_secondary,14,0,0.7354588233614812,1,2,38.0,0.8475274752189256,1,48,
HighBattery,geometric,50,leader_and_secondary,14,34,0.709869189375161,2,2,32.0,1.0,2,48,
MostConnected,geometric,50,leader_and_secondary,14,36,0.906383108880196,2,2,17.0,0.8974783855245974,2,662,
Raft,geometric,50,leader_and_secondary,14,1,0.5922978922170673,6,2,3.0,0.654580430142477,6,102,term=1
Fitness,geometric,50,leader_and_secondary,15,37,1.0,7,2,1.0,1.0,7,3220,
Bully,geometric,50,leader_and_secondary,15,49,0.8229517767605354,50,2,47.0,0.77371304653809,48,1176,
Random,geometric,50,leader_and_secondary,15,21,0.5758712904985385,1,2,34.0,0.9154451278997836,1,48,
HighBattery,geometric,50,leader_and_secondary,15,24,0.8701979033173097,2,2,17.0,0.7821468452307866,2,48,
MostConnected,geometric,50,leader_and_secondary,15,30,0.875460523908463,2,2,13.0,0.9707159081193056,2,636,
Raft,geometric,50,leader_and_secondary,15,1,0.9799807306013404,6,2,10.0,0.7272017058684415,6,102,term=1
Fitness,geometric,50,leader_and_secondary,16,36,1.0,8,2,22.0,1.0,7,3310,
Bully,geometric,50,leader_and_secondary,16,49,0.7211721294781118,50,2,47.0,0.7574692386182593,48,1176,
Random,geometric,50,leader_and_secondary,16,14,0.891458895823085,1,2,1.0,0.5564828464011523,1,48,
HighBattery,geometric,50,leader_and_secondary,16,49,0.7211721294781118,2,2,7.0,0.6050544812980739,2,48,
MostConnected,geometric,50,leader_and_secondary,16,20,0.9498450605945244,2,2,31.0,0.9271695677501178,2,650,
Raft,geometric,50,leader_and_secondary,16,7,0.6112319731587449,6,2,0.0,0.8103530355272242,6,108,No consensus after 20 terms
Fitness,geometric,50,leader_and_secondary,17,14,1.0,7,2,8.0,1.0,6,2512,
Bully,geometric,50,leader_and_secondary,17,49,0.7994378005529619,50,2,47.0,0.8539548154077068,48,1176,
Random,geometric,50,leader_and_secondary,17,40,0.8882902163745575,1,2,9.0,0.9214272001328102,1,48,
HighBattery,geometric,50,leader_and_secondary,17,6,0.8631601559943471,2,2,38.0,0.7656518196626773,2,48,
MostConnected,geometric,50,leader_and_secondary,17,40,0.8882902163745575,2,2,35.0,0.8796124457445573,2,608,
Raft,geometric,50,leader_and_secondary,17,3,0.8750670617673415,6,2,4.0,0.7175534425754005,6,109,term=1
Fitness,geometric,50,leader_and_secondary,18,30,1.0,7,2,38.0,1.0,7,3090,
Bully,geometric,50,leader_and_secondary,18,49,0.8399333236872532,50,2,47.0,0.6217723588222464,48,1176,
Random,geometric,50,leader_and_secondary,18,20,0.574689417254777,1,2,43.0,0.6771796813755424,1,48,
HighBattery,geometric,50,leader_and_secondary,18,33,0.7758476752163812,2,2,39.0,0.6849174927152818,2,48,
MostConnected,geometric,50,leader_and_secondary,18,9,0.981204232455692,2,2,1.0,0.8828132801669488,2,608,
Raft,geometric,50,leader_and_secondary,18,0,0.6932893128877287,6,2,17.0,0.7550167645699024,6,108,term=1
Fitness,geometric,50,leader_and_secondary,19,30,1.0,6,2,31.0,1.0,7,3080,
Bully,geometric,50,leader_and_secondary,19,49,0.6576548397803064,50,2,47.0,0.8463185744007081,48,1176,
Random,geometric,50,leader_and_secondary,19,34,0.6258652552446368,1,2,21.0,0.8019781672846074,1,48,
HighBattery,geometric,50,leader_and_secondary,19,42,0.9945598621835764,2,2,34.0,0.631866081160776,2,48,
MostConnected,geometric,50,leader_and_secondary,19,47,0.8436695531155773,2,2,20.0,0.9472720794418197,2,614,
Raft,geometric,50,leader_and_secondary,19,3,0.69269561820263,6,2,10.0,0.6709510101929814,6,107,term=1
Fitness,geometric,50,leader_and_secondary,20,36,1.0,7,2,45.0,1.0,8,3816,
Bully,geometric,50,leader_and_secondary,20,49,0.9174778278587588,50,2,47.0,0.7224944324795448,48,1176,
Random,geometric,50,leader_and_secondary,20,16,0.6731978563526453,1,2,26.0,0.8575370499318423,1,48,
HighBattery,geometric,50,leader_and_secondary,20,45,0.9077685583387681,2,2,8.0,0.864624606607855,2,48,
MostConnected,geometric,50,leader_and_secondary,20,13,0.9206254501797544,2,2,45.0,0.9357836100587847,2,626,
Raft,geometric,50,leader_and_secondary,20,0,0.665857721306602,6,2,12.0,0.744592856109884,6,107,term=1
Fitness,geometric,50,leader_and_secondary,21,46,1.0,7,2,41.0,1.0,7,2770,
Bully,geometric,50,leader_and_secondary,21,49,0.8282602674928914,50,2,47.0,0.818862053422258,48,1176,
Random,geometric,50,leader_and_secondary,21,49,0.8282602674928914,1,2,28.0,0.86548025150738,1,48,
HighBattery,geometric,50,leader_and_secondary,21,28,0.8760888990590239,2,2,4.0,0.6070116489757014,2,48,
MostConnected,geometric,50,leader_and_secondary,21,28,0.8760888990590239,2,2,46.0,1.0,2,554,
Raft,geometric,50,leader_and_secondary,21,0,0.6746579523628099,6,2,4.0,0.6020535538232151,6,101,term=1
Fitness,geometric,50,leader_and_secondary,22,36,1.0,7,2,7.0,1.0,7,3070,
Bully,geometric,50,leader_and_secondary,22,49,0.8298470049321947,50,2,47.0,0.7185320579336851,48,1176,
Random,geometric,50,leader_and_secondary,22,30,0.7045932319237821,1,2,41.0,0.9716252734545475,1,48,
HighBattery,geometric,50,leader_and_secondary,22,3,0.8104292192824832,2,2,10.0,0.6674455327452002,2,48,
MostConnected,geometric,50,leader_and_secondary,22,23,0.9452436980370648,2,2,21.0,0.8403933935455509,2,610,
Raft,geometric,50,leader_and_secondary,22,4,0.7438427427824611,6,2,0.0,0.5885431083967146,6,100,No consensus after 20 terms
Fitness,geometric,50,leader_and_secondary,23,16,1.0,7,2,39.0,1.0,7,3320,
Bully,geometric,50,leader_and_secondary,23,49,0.6750989745597081,50,2,47.0,0.9241612793423802,48,1176,
Random,geometric,50,leader_and_secondary,23,16,1.0,1,2,44.0,1.0,1,48,
HighBattery,geometric,50,leader_and_secondary,23,15,0.9006995724609045,2,2,36.0,0.731407176296816,2,48,
MostConnected,geometric,50,leader_and_secondary,23,44,0.9374588819743356,2,2,29.0,0.993753439526189,2,664,
Raft,geometric,50,leader_and_secondary,23,0,0.7827367952332575,6,2,6.0,0.8548486706901249,6,115,term=1
Fitness,geometric,50,leader_and_secondary,24,26,1.0,6,2,6.0,1.0,7,3160,
Bully,geometric,50,leader_and_secondary,24,49,0.7622607538632142,50,2,47.0,0.5857380479330162,48,1176,
Random,geometric,50,leader_and_secondary,24,17,0.6147174424230721,1,2,39.0,0.6372268072285163,1,48,
HighBattery,geometric,50,leader_and_secondary,24,8,0.969044788974458,2,2,28.0,0.7188174444892651,2,48,
MostConnected,geometric,50,leader_and_secondary,24,6,0.9359730183140763,2,2,45.0,0.9556125850381306,2,628,
Raft,geometric,50,leader_and_secondary,24,1,0.6869066527114916,6,2,0.0,0.8096441314026839,6,110,No consensus after 20 terms
Fitness,geometric,50,leader_and_secondary,25,7,1.0,7,2,44.0,1.0,7,3180,
Bully,geometric,50,leader_and_secondary,25,49,0.7397404335083889,50,2,47.0,0.848658949165744,48,1176,
Random,geometric,50,leader_and_secondary,25,37,0.7659117731572066,1,2,2.0,0.8085306132199553,1,48,
HighBattery,geometric,50,leader_and_secondary,25,7,1.0,2,2,16.0,0.7819272929728255,2,48,
MostConnected,geometric,50,leader_and_secondary,25,32,0.8470293784673485,2,2,9.0,0.8977363185505033,2,622,
Raft,geometric,50,leader_and_secondary,25,0,0.6874972890023854,6,2,3.0,0.6618007123661073,6,107,term=1
Fitness,geometric,50,leader_and_secondary,26,37,1.0,7,2,35.0,1.0,7,3070,
Bully,geometric,50,leader_and_secondary,26,49,0.7233046152699161,50,2,47.0,0.7030498268561207,48,1176,
Random,geometric,50,leader_and_secondary,26,30,0.5884463561213846,1,2,27.0,0.6154303513605109,1,48,
HighBattery,geometric,50,leader_and_secondary,26,39,0.9059595520468136,2,2,43.0,0.6394484643310744,2,48,
MostConnected,geometric,50,leader_and_secondary,26,0,0.9151394272700676,2,2,35.0,0.9501060789734225,2,608,
Raft,geometric,50,leader_and_secondary,26,2,0.5761613936700204,6,2,4.0,0.884928223756334,6,109,term=1
Fitness,geometric,50,leader_and_secondary,27,49,1.0,8,2,3.0,1.0,8,3672,
Bully,geometric,50,leader_and_secondary,27,49,1.0,50,2,47.0,0.852598263737348,48,1176,
Random,geometric,50,leader_and_secondary,27,9,0.8228902950389982,1,2,11.0,0.8373219495099653,1,48,
HighBattery,geometric,50,leader_and_secondary,27,34,0.927245054443182,2,2,43.0,0.7513670962660639,2,48,
MostConnected,geometric,50,leader_and_secondary,27,34,0.927245054443182,2,2,36.0,0.9979284056673665,2,610,
Raft,geometric,50,leader_and_secondary,27,5,0.8550049282384727,6,2,0.0,0.581520255555939,6,109,No consensus after 20 terms
Fitness,geometric,50,leader_and_secondary,28,29,1.0,7,2,37.0,1.0,7,2900,
Bully,geometric,50,leader_and_secondary,28,49,0.934951387625834,50,2,47.0,0.8669702949595033,48,1176,
Random,geometric,50,leader_and_secondary,28,18,0.6565454337286429,1,2,2.0,0.5863840885211246,1,48,
HighBattery,geometric,50,leader_and_secondary,28,0,0.829630027311681,2,2,44.0,0.6645522813841422,2,48,
MostConnected,geometric,50,leader_and_secondary,28,29,1.0,2,2,37.0,1.0,2,578,
Raft,geometric,50,leader_and_secondary,28,3,0.8858071935322778,6,2,2.0,0.6861363491443634,6,104,term=1
Fitness,geometric,50,leader_and_secondary,29,28,1.0,7,2,10.0,1.0,8,3504,
Bully,geometric,50,leader_and_secondary,29,49,0.6626691003780185,50,2,47.0,0.6683978034977681,48,1176,
Random,geometric,50,leader_and_secondary,29,43,0.742790291430238,1,2,26.0,0.7464057906230178,1,48,
HighBattery,geometric,50,leader_and_secondary,29,42,0.6633749969768089,2,2,31.0,0.7534084556193567,2,48,
MostConnected,geometric,50,leader_and_secondary,29,4,0.7760484903810101,2,2,48.0,0.9055670896682256,2,574,
Raft,geometric,50,leader_and_secondary,29,4,0.7760484903810101,6,2,2.0,0.6427626178725059,6,106,term=1
Fitness,random,100,leader_only,0,86,1.0,6,1,89.0,1.0,6,12064,
Bully,random,100,leader_only,0,99,0.7775762090299765,100,1,98.0,0.8086179491187648,99,4950,
Random,random,100,leader_only,0,56,0.872912304160531,1,1,49.0,0.8908088793461357,1,99,
HighBattery,random,100,leader_only,0,20,0.9550088912031054,2,1,53.0,0.8803501689075094,2,99,
MostConnected,random,100,leader_only,0,55,0.9265211583608661,2,1,6.0,0.927180917800725,2,3002,
Raft,random,100,leader_only,0,0,0.8734199135657734,6,1,6.0,0.9286596324622868,6,236,term=1
Fitness,random,100,leader_only,1,58,1.0,5,1,65.0,1.0,5,8958,
Bully,random,100,leader_only,1,99,0.9482501876644641,100,1,98.0,0.8364921494405834,99,4950,
Random,random,100,leader_only,1,96,0.8784258227584784,1,1,84.0,0.8618298709476968,1,99,
HighBattery,random,100,leader_only,1,51,0.9740406782300169,2,1,65.0,0.9893152162988423,2,99,
MostConnected,random,100,leader_only,1,40,0.9237073292492433,2,1,27.0,0.9887974454203952,2,2972,
Raft,random,100,leader_only,1,0,0.8170838952822496,6,1,1.0,0.9324711529432657,6,232,term=1
Fitness,random,100,leader_only,2,59,1.0,5,1,96.0,1.0,5,8784,
Bully,random,100,leader_only,2,99,0.8648728981659931,100,1,98.0,0.7801387109960854,99,4950,
Random,random,100,leader_only,2,13,0.867452575010643,1,1,7.0,0.9110279445552419,1,99,
HighBattery,random,100,leader_only,2,94,0.913004133149904,2,1,93.0,0.9172886798752395,2,99,
MostConnected,random,100,leader_only,2,31,0.9377134632743768,2,1,47.0,0.9500599035406166,2,2920,
Raft,random,100,leader_only,2,0,0.8636676799376082,6,1,5.0,0.824571476966723,6,227,term=1
Fitness,random,100,leader_only,3,86,1.0,6,1,6.0,1.0,6,11480,
Bully,random,100,leader_only,3,99,0.799538152803942,100,1,98.0,0.9172161419431233,99,4950,
Random,random,100,leader_only,3,78,0.8351956291171443,1,1,59.0,0.8414881970206498,1,99,
HighBattery,random,100,leader_only,3,13,0.9485167885491029,2,1,52.0,0.7914129022633268,2,99,
MostConnected,random,100,leader_only,3,2,0.9295102794627351,2,1,89.0,0.9846401592454502,2,2866,
Raft,random,100,leader_only,3,0,0.8252244117412163,6,1,1.0,0.8207103089998092,6,226,term=1
Fitness,random,100,leader_only,4,26,1.0,5,1,56.0,1.0,5,8754,
Bully,random,100,leader_only,4,99,0.8907625157052167,100,1,98.0,0.8492265667234786,99,4950,
Random,random,100,leader_only,4,10,0.9340918689880651,1,1,98.0,0.855771514693502,1,99,
HighBattery,random,100,leader_only,4,26,1.0,2,1,97.0,0.8471307472608675,2,99,
MostConnected,random,100,leader_only,4,56,0.9919360046813908,2,1,79.0,0.9961148197994665,2,2902,
Raft,random,100,leader_only,4,1,0.9079552250806233,6,1,0.0,0.8541578306446987,6,229,No consensus after 20 terms
Fitness,random,100,leader_only,5,42,1.0,5,1,48.0,1.0,5,8868,
Bully,random,100,leader_only,5,99,0.8467139114918868,100,1,98.0,0.8560714032998918,99,4950,
Random,random,100,leader_only,5,7,0.757338615687427,1,1,55.0,0.792585584926663,1,99,
HighBattery,random,100,leader_only,5,71,0.8874020430013349,2,1,42.0,1.0,2,99,
MostConnected,random,100,leader_only,5,35,0.8982017249037523,2,1,4.0,0.9503096494117887,2,2942,
Raft,random,100,leader_only,5,10,0.8837205888848049,6,1,6.0,0.8336864827476992,6,223,term=1
Fitness,random,100,leader_only,6,78,1.0,5,1,47.0,1.0,5,8622,
Bully,random,100,leader_only,6,99,0.8220504468045633,100,1,98.0,0.9601633772997497,99,4950,
Random,random,100,leader_only,6,58,0.8011649587234586,1,1,55.0,0.847375585126576,1,99,
HighBattery,random,100,leader_only,6,1,0.9495435078530493,2,1,33.0,0.9877533402307309,2,99,
MostConnected,random,100,leader_only,6,8,0.9905825462296585,2,1,9.0,0.9562987391397195,2,2854,
Raft,random,100,leader_only,6,6,0.8324744427608322,6,1,1.0,0.9491592986962935,6,230,term=1
Fitness,random,100,leader_only,7,82,1.0,6,1,45.0,1.0,6,11632,
Bully,random,100,leader_only,7,99,0.8783473743213704,100,1,98.0,0.7060022759359962,99,4950,
Random,random,100,leader_only,7,59,0.9246489355022469,1,1,95.0,0.697674115772284,1,99,
HighBattery,random,100,leader_only,7,65,0.8882627823680402,2,1,69.0,0.7089560358303305,2,99,
MostConnected,random,100,leader_only,7,0,0.9032918227745236,2,1,52.0,0.9432861232589647,2,2902,
Raft,random,100,leader_only,7,0,0.9032918227745236,6,1,2.0,0.822752092099457,6,224,term=1
Fitness,random,100,leader_only,8,83,1.0,5,1,21.0,1.0,5,8532,
Bully,random,100,leader_only,8,99,0.8864175587478526,100,1,98.0,0.7291589894884398,99,4950,
Random,random,100,leader_only,8,39,0.8124721622091605,1,1,78.0,0.6412742250392547,1,99,
HighBattery,random,100,leader_only,8,28,0.8498014334796784,2,1,36.0,0.8763885014995443,2,99,
MostConnected,random,100,leader_only,8,44,0.8258718859286903,2,1,83.0,1.0,2,2844,
Raft,random,100,leader_only,8,1,0.8153689390882118,6,1,8.0,0.9100014662026028,6,234,term=1
Fitness,random,100,leader_only,9,10,1.0,6,1,61.0,1.0,6,11464,
Bully,random,100,leader_only,9,99,0.6563731264218751,100,1,98.0,0.8461564665172706,99,4950,
Random,random,100,leader_only,9,49,0.7922731492711046,1,1,65.0,0.7795249123103745,1,99,
HighBattery,random,100,leader_only,9,61,0.9731401612177921,2,1,83.0,0.9307939804929147,2,99,
MostConnected,random,100,leader_only,9,10,1.0,2,1,93.0,0.8984869806989512,2,2866,
Raft,random,100,leader_only,9,0,0.774414870137723,6,1,2.0,0.7543877673092907,6,225,term=1
Fitness,random,100,leader_only,10,52,1.0,5,1,70.0,1.0,5,8820,
Bully,random,100,leader_only,10,99,0.7530124039829167,100,1,98.0,0.8635884330075273,99,4950,
Random,random,100,leader_only,10,18,0.7877211990152165,1,1,25.0,0.7132170608016567,1,99,
HighBattery,random,100,leader_only,10,84,0.8870457558748517,2,1,30.0,0.8304476729965591,2,99,
MostConnected,random,100,leader_only,10,49,0.9514512539501154,2,1,52.0,1.0,2,2936,
Raft,random,100,leader_only,10,11,0.9082363095462189,6,1,0.0,0.8850945197200231,6,229,No consensus after 20 terms
Fitness,random,100,leader_only,11,83,1.0,5,1,33.0,1.0,5,9126,
Bully,random,100,leader_only,11,99,0.8506223168802294,100,1,98.0,0.9332806543119212,99,4950,
Random,random,100,leader_only,11,58,0.8681293019687186,1,1,81.0,0.776286753025179,1,99,
HighBattery,random,100,leader_only,11,75,0.9129137106415951,2,1,85.0,0.8463229346528346,2,99,
MostConnected,random,100,leader_only,11,83,1.0,2,1,98.0,0.9668251513225032,2,3042,
Raft,random,100,leader_only,11,6,0.8727853182947608,6,1,17.0,0.9127373643216359,6,233,term=1
Fitness,random,100,leader_only,12,81,1.0,5,1,0.0,1.0,5,8544,
Bully,random,100,leader_only,12,99,0.8135314404244157,100,1,98.0,0.8378050429038179,99,4950,
Random,random,100,leader_only,12,69,0.8416215352421859,1,1,54.0,0.8751084816090091,1,99,
HighBattery,random,100,leader_only,12,66,0.8863054101613151,2,1,99.0,0.802142511153362,2,99,
MostConnected,random,100,leader_only,12,15,0.9378834535087112,2,1,71.0,0.778461834009606,2,2836,
Raft,random,100,leader_only,12,0,0.9438463113536475,6,1,8.0,0.8337907810665823,6,227,term=1
Fitness,random,100,leader_only,13,5,1.0,6,1,43.0,1.0,6,11392,
Bully,random,100,leader_only,13,99,0.8394103652657823,100,1,98.0,0.7759597890112078,99,4950,
Random,random,100,leader_only,13,71,0.7823280338452145,1,1,54.0,0.7374495707642736,1,99,
HighBattery,random,100,leader_only,13,55,0.8913361041860496,2,1,18.0,0.9311678554740571,2,99,
MostConnected,random,100,leader_only,13,5,1.0,2,1,80.0,0.9263504671211331,2,2848,
Raft,random,100,leader_only,13,5,1.0,6,1,0.0,0.8776020821329552,6,229,No consensus after 20 terms
Fitness,random,100,leader_only,14,5,1.0,5,1,6.0,1.0,5,8790,
Bully,random,100,leader_only,14,99,0.8060744373429067,100,1,98.0,0.8606152700322766,99,4950,
Random,random,100,leader_only,14,43,0.8085788745317697,1,1,56.0,0.8520742951325132,1,99,
HighBattery,random,100,leader_only,14,74,0.8390566401796049,2,1,80.0,0.9206045250524418,2,99,
MostConnected,random,100,leader_only,14,15,0.8582021912075226,2,1,6.0,0.9426782597294605,2,2926,
Raft,random,100,leader_only,14,6,0.9441455661559849,6,1,9.0,0.7414176655443115,6,220,term=1
Fitness,random,100,leader_only,15,51,1.0,6,1,61.0,1.0,6,11496,
Bully,random,100,leader_only,15,99,0.8997807716793627,100,1,98.0,0.8959093704931065,99,4950,
Random,random,100,leader_only,15,34,0.8303696617614169,1,1,21.0,0.7413238516547014,1,99,
HighBattery,random,100,leader_only,15,55,0.856521825848897,2,1,5.0,0.9180697098312758,2,99,
MostConnected,random,100,leader_only,15,61,0.9787015094934117,2,1,13.0,0.9826228613623362,2,2850,
Raft,random,100,leader_only,15,10,0.8921042950882391,6,1,1.0,0.9303628143194052,6,233,term=1
Fitness,random,100,leader_only,16,72,1.0,5,1,54.0,1.0,5,8412,
Bully,random,100,leader_only,16,99,0.8045156855093007,100,1,98.0,0.8398897303969676,99,4950,
Random,random,100,leader_only,16,87,0.8695225491678819,1,1,91.0,0.8718342029910445,1,99,
HighBattery,random,100,leader_only,16,96,0.9546776840048432,2,1,92.0,0.838419881000729,2,99,
MostConnected,random,100,leader_only,16,54,0.9872905768328527,2,1,3.0,0.8752683639595751,2,2784,
Raft,random,100,leader_only,16,3,0.8676627345263139,6,1,1.0,0.7914265040349869,6,222,term=1
Fitness,random,100,leader_only,17,1,1.0,5,1,79.0,1.0,5,9000,
Bully,random,100,leader_only,17,99,0.7923217680678607,100,1,98.0,0.7254885863227574,99,4950,
Random,random,100,leader_only,17,37,0.7840042697195375,1,1,80.0,0.9228328550543385,1,99,
HighBattery,random,100,leader_only,17,81,0.8777784567087515,2,1,68.0,0.9070256837541695,2,99,
MostConnected,random,100,leader_only,17,23,0.9365579187073444,2,1,28.0,0.9684266569737896,2,2974,
Raft,random,100,leader_only,17,0,0.9317282075174387,6,1,1.0,1.0,6,231,term=1
Fitness,random,100,leader_only,18,72,1.0,5,1,3.0,1.0,5,8838,
Bully,random,100,leader_only,18,99,0.9584600234935017,100,1,98.0,0.8929117424904177,99,4950,
Random,random,100,leader_only,18,31,0.8036588554790085,1,1,66.0,0.9075958982113757,1,99,
HighBattery,random,100,leader_only,18,7,0.8545315093370226,2,1,90.0,0.8835286172595668,2,99,
MostConnected,random,100,leader_only,18,3,0.9924716625838178,2,1,72.0,1.0,2,2940,
Raft,random,100,leader_only,18,2,0.8551521626414322,6,1,1.0,0.7959621580562857,6,223,term=1
Fitness,random,100,leader_only,19,49,1.0,6,1,72.0,1.0,6,11304,
Bully,random,100,leader_only,19,99,0.641377439889518,100,1,98.0,0.8706028477509435,99,4950,
Random,random,100,leader_only,19,68,0.7138013655343609,1,1,17.0,0.8525664137066395,1,99,
HighBattery,random,100,leader_only,19,42,0.8325758632555529,2,1,13.0,0.7637108286680367,2,99,
MostConnected,random,100,leader_only,19,49,1.0,2,1,28.0,0.9423231173353707,2,2826,
Raft,random,100,leader_only,19,4,0.8532624254628306,6,1,12.0,0.7032102469959224,6,221,term=1
Fitness,random,100,leader_only,20,91,1.0,5,1,60.0,1.0,5,8808,
Bully,random,100,leader_only,20,99,0.7917830376652135,100,1,98.0,0.7754719103117241,99,4950,
Random,random,100,leader_only,20,18,0.8075024128474971,1,1,24.0,0.7753184787843251,1,99,
HighBattery,random,100,leader_only,20,64,0.8663848316827921,2,1,33.0,0.7398063312834559,2,99,
MostConnected,random,100,leader_only,20,26,0.9333930910657796,2,1,60.0,0.9433610347690483,2,2932,
Raft,random,100,leader_only,20,2,0.8859485474436135,6,1,0.0,0.83766656491651,6,225,No consensus after 20 terms
Fitness,random,100,leader_only,21,73,1.0,5,1,17.0,1.0,5,8682,
Bully,random,100,leader_only,21,99,0.6547411764707884,100,1,98.0,0.8328386105684749,99,4950,
Random,random,100,leader_only,21,27,0.8018629830020896,1,1,23.0,0.8111222453344442,1,99,
HighBattery,random,100,leader_only,21,38,0.9089529116743734,2,1,2.0,0.9242893013264529,2,99,
MostConnected,random,100,leader_only,21,73,1.0,2,1,69.0,0.9324832362771599,2,2894,
Raft,random,100,leader_only,21,4,0.8337851880055266,6,1,3.0,0.7245160620393297,6,224,term=1
Fitness,random,100,leader_only,22,89,1.0,5,1,17.0,1.0,6,11496,
Bully,random,100,leader_only,22,99,0.8622562813026764,100,1,98.0,0.9723180048902483,99,4950,
Random,random,100,leader_only,22,64,0.804864984828786,1,1,98.0,0.9854170605725593,1,99,
HighBattery,random,100,leader_only,22,0,0.908771792093607,2,1,39.0,0.8355904394813835,2,99,
MostConnected,random,100,leader_only,22,0,0.908771792093607,2,1,80.0,0.9458705743701815,2,2868,
Raft,random,100,leader_only,22,1,0.817113791624524,6,1,2.0,0.7599117730642138,6,217,term=1
Fitness,random,100,leader_only,23,92,1.0,5,1,56.0,1.0,5,8820,
Bully,random,100,leader_only,23,99,0.8649669775009801,100,1,98.0,0.9009470864448798,99,4950,
Random,random,100,leader_only,23,27,0.9160837881671088,1,1,92.0,1.0,1,99,
HighBattery,random,100,leader_only,23,28,0.9230503378119733,2,1,92.0,1.0,2,99,
MostConnected,random,100,leader_only,23,89,0.9890668029061942,2,1,8.0,0.8764503373065534,2,2912,
Raft,random,100,leader_only,23,0,0.8470034081260984,6,1,13.0,0.7768178470440862,6,220,term=1
Fitness,random,100,leader_only,24,73,1.0,5,1,6.0,1.0,5,8700,
Bully,random,100,leader_only,24,99,0.83706286691983,100,1,98.0,0.7787068961501671,99,4950,
Random,random,100,leader_only,24,87,0.867455949495057,1,1,34.0,0.887533775894493,1,99,
HighBattery,random,100,leader_only,24,42,0.8998359165766288,2,1,61.0,0.8875977092399072,2,99,
MostConnected,random,100,leader_only,24,67,0.9537492749967147,2,1,6.0,0.9793917034046443,2,2886,
Raft,random,100,leader_only,24,1,0.8471293816951526,6,1,0.0,0.8387103298570336,6,220,No consensus after 20 terms
Fitness,random,100,leader_only,25,30,1.0,5,1,85.0,1.0,5,8796,
Bully,random,100,leader_only,25,99,0.7607912383584869,100,1,98.0,0.8269237432795989,99,4950,
Random,random,100,leader_only,25,33,0.8269814287478073,1,1,44.0,0.782487846753745,1,99,
HighBattery,random,100,leader_only,25,43,0.8937168120879767,2,1,30.0,1.0,2,99,
MostConnected,random,100,leader_only,25,4,0.9650124138736074,2,1,15.0,0.927052872751028,2,2920,
Raft,random,100,leader_only,25,0,0.9102915920668301,6,1,2.0,0.9144269843564217,6,233,term=1
Fitness,random,100,leader_only,26,11,1.0,5,1,84.0,1.0,5,8316,
Bully,random,100,leader_only,26,99,0.8195017638932903,100,1,98.0,0.8549573196741834,99,4950,
Random,random,100,leader_only,26,69,0.824484475918034,1,1,55.0,0.8049190809945498,1,99,
HighBattery,random,100,leader_only,26,72,0.8451480547395612,2,1,95.0,0.9578670460895934,2,99,
MostConnected,random,100,leader_only,26,2,0.9663885013166971,2,1,11.0,1.0,2,2772,
Raft,random,100,leader_only,26,1,0.7847023194435433,6,1,12.0,0.8711281020962053,6,231,term=1
Fitness,random,100,leader_only,27,10,1.0,5,1,24.0,1.0,5,8832,
Bully,random,100,leader_only,27,99,0.9328190154611206,100,1,98.0,0.8891398101321866,99,4950,
Random,random,100,leader_only,27,91,0.8726185866846543,1,1,94.0,0.6570844664134423,1,99,
HighBattery,random,100,leader_only,27,76,0.9495373864201847,2,1,51.0,0.8650769546489524,2,99,
MostConnected,random,100,leader_only,27,44,0.8433064834421429,2,1,31.0,0.9492232878909693,2,2934,
Raft,random,100,leader_only,27,4,0.8481840180886299,6,1,6.0,0.9507270385165383,6,237,term=1
Fitness,random,100,leader_only,28,68,1.0,5,1,47.0,1.0,5,8874,
Bully,random,100,leader_only,28,99,0.9444909617216908,100,1,98.0,0.8993428944044974,99,4950,
Random,random,100,leader_only,28,21,0.8107954878587158,1,1,86.0,0.7951890591503046,1,99,
HighBattery,random,100,leader_only,28,66,0.9150818349869995,2,1,49.0,0.9339234269093717,2,99,
MostConnected,random,100,leader_only,28,29,0.8833437815125847,2,1,47.0,0.9752806345430829,2,2952,
Raft,random,100,leader_only,28,0,0.8893075109831637,6,1,4.0,0.7759035778030869,6,224,term=1
Fitness,random,100,leader_only,29,36,1.0,6,1,62.0,1.0,6,11688,
Bully,random,100,leader_only,29,99,0.7590699282026465,100,1,98.0,0.726420698340151,99,4950,
Random,random,100,leader_only,29,9,0.7890249182239011,1,1,58.0,0.8485478916645163,1,99,
HighBattery,random,100,leader_only,29,18,0.7767551232279539,2,1,58.0,0.8483683219931826,2,99,
MostConnected,random,100,leader_only,29,19,0.9365004973965362,2,1,63.0,0.8454084139655493,2,2914,
Raft,random,100,leader_only,29,5,0.7037073595753621,6,1,2.0,0.7903053150394229,6,226,term=1
Fitness,random,100,leader_and_secondary,0,72,1.0,5,2,97.0,1.0,5,8514,
Bully,random,100,leader_and_secondary,0,99,0.8017041167268294,100,2,97.0,0.969860809041191,98,4851,
