algorithm,topology,n_agents,trial,rounds_to_converge,messages_sent,lqs,graph_diameter,graph_density,election_time_ms
Raft,geometric,75,16,6,166,0.6992107716509788,4,0.253,128.4061270000052
Fitness,geometric,75,17,8,8256,1.0,5,0.2479,271.15666800000326
Bully,geometric,75,17,75,2850,0.6609755830491465,5,0.2479,90.01982000000908
Random,geometric,75,17,1,75,0.7463594442956643,5,0.2479,82.15231200000517
HighBattery,geometric,75,17,2,75,0.8771586289065828,5,0.2479,103.77299099999959
MostConnected,geometric,75,17,2,1376,1.0,5,0.2479,102.43830800001774
Raft,geometric,75,17,6,167,0.8348246048590521,5,0.2479,106.06836200000203
Fitness,geometric,75,18,7,7880,1.0,5,0.284,178.80274099999838
Bully,geometric,75,18,75,2850,0.7092768906221114,5,0.284,43.0938989999845
Random,geometric,75,18,1,75,0.7021505874212493,5,0.284,48.46833900001002
HighBattery,geometric,75,18,2,75,0.6939112934721373,5,0.284,43.70935500000428
MostConnected,geometric,75,18,2,1576,0.9010507112554176,5,0.284,54.580764000007775
Raft,geometric,75,18,6,172,0.7838616237213195,5,0.284,44.60895099998652
Fitness,geometric,75,19,7,7090,1.0,5,0.2555,231.28919699999528
Bully,geometric,75,19,75,2850,0.6814324532339736,5,0.2555,77.33195200000864
Random,geometric,75,19,1,75,0.7873414360594088,5,0.2555,69.95555000000309
HighBattery,geometric,75,19,2,75,0.7556890923934526,5,0.2555,75.33496899998227
MostConnected,geometric,75,19,2,1418,0.908382600483698,5,0.2555,72.54768399999989
Raft,geometric,75,19,6,172,0.7801465649606671,5,0.2555,82.63330299999438
Fitness,geometric,75,20,7,7180,1.0,5,0.2587,283.15736900000843
Bully,geometric,75,20,75,2850,0.6294914512595817,5,0.2587,46.16043499999023
Random,geometric,75,20,1,75,0.9468523875417909,5,0.2587,42.32474299999467
HighBattery,geometric,75,20,2,75,0.8968982629383874,5,0.2587,35.7882909999887
MostConnected,geometric,75,20,2,1436,0.8804174004057508,5,0.2587,46.98861899998974
Raft,geometric,75,20,6,164,0.7084870892669581,5,0.2587,45.18580399999905
Fitness,geometric,75,21,7,7940,1.0,4,0.2861,182.5918490000049
Bully,geometric,75,21,75,2850,0.8305710163843207,4,0.2861,51.0108750000029
Random,geometric,75,21,1,75,0.7370978167665292,4,0.2861,54.92829700000357
HighBattery,geometric,75,21,2,75,0.7004469085561579,4,0.2861,54.47966599999177
MostConnected,geometric,75,21,2,1588,0.8497075220915782,4,0.2861,52.506266999984064
Raft,geometric,75,21,6,167,0.7337164132670327,4,0.2861,66.11696000001643
Fitness,geometric,75,22,7,7630,1.0,5,0.275,210.1527169999997
Bully,geometric,75,22,75,2850,0.6823369991510632,5,0.275,56.924643000002106
Random,geometric,75,22,1,75,0.6773116646707266,5,0.275,54.14986700000668
HighBattery,geometric,75,22,2,75,0.9081272749725944,5,0.275,54.26842400001419
MostConnected,geometric,75,22,2,1526,1.0,5,0.275,57.066781000003175
Raft,geometric,75,22,6,163,0.6033846178887212,5,0.275,57.596259999996846
Fitness,geometric,75,23,7,7370,1.0,4,0.2656,174.75544499998819
Bully,geometric,75,23,75,2850,0.6216219197116767,4,0.2656,52.269545999990896
Random,geometric,75,23,1,75,0.8964890270233765,4,0.2656,51.31151599999839
HighBattery,geometric,75,23,2,75,0.8621533550305307,4,0.2656,59.15111400000228
MostConnected,geometric,75,23,2,1474,1.0,4,0.2656,56.1919479999915
Raft,geometric,75,23,6,174,0.8583925123761095,4,0.2656,55.269709000015155
Fitness,geometric,75,24,7,7740,1.0,4,0.2789,231.8976409999891
Bully,geometric,75,24,75,2850,0.770458610409415,4,0.2789,75.11381300000153
Random,geometric,75,24,1,75,0.6373438394129505,4,0.2789,81.13271099998087
HighBattery,geometric,75,24,2,75,0.993464123673375,4,0.2789,74.59547999999927
MostConnected,geometric,75,24,2,1548,0.9375481237066684,4,0.2789,88.68231700000706
Raft,geometric,75,24,6,173,0.7407811348155097,4,0.2789,86.26975599997877
Fitness,geometric,75,25,7,8360,1.0,4,0.3013,290.79681000001756
Bully,geometric,75,25,75,2850,0.9180966313273735,4,0.3013,68.77468100000783
Random,geometric,75,25,1,75,0.6398845347940367,4,0.3013,69.38553000000525
HighBattery,geometric,75,25,2,75,0.7730150783060851,4,0.3013,73.76636600000097
MostConnected,geometric,75,25,2,1672,0.9412565404600693,4,0.3013,70.41250699998614
Raft,geometric,75,25,6,175,0.9311165836097933,4,0.3013,80.58278499999005
Fitness,geometric,75,26,7,8170,1.0,5,0.2944,197.48975199999563
Bully,geometric,75,26,75,2850,0.8828905587209872,5,0.2944,49.92205199999944
Random,geometric,75,26,1,75,0.570275785553995,5,0.2944,46.80193400000121
HighBattery,geometric,75,26,2,75,0.806116606652448,5,0.2944,40.69689299998913
MostConnected,geometric,75,26,2,1634,0.8272929864161543,5,0.2944,57.11759199999733
Raft,geometric,75,26,6,161,0.5001785594429138,5,0.2944,62.456282999988844
Fitness,geometric,75,27,7,7440,1.0,5,0.2681,281.4753280000275
Bully,geometric,75,27,75,2850,0.6734152168990796,5,0.2681,83.9450389999854
Random,geometric,75,27,1,75,0.6892639507834086,5,0.2681,110.61613699999384
HighBattery,geometric,75,27,2,75,0.6168020803279518,5,0.2681,94.66522600001781
MostConnected,geometric,75,27,2,1488,0.9234850934909746,5,0.2681,103.03339300000403
Raft,geometric,75,27,6,174,0.7961457239489701,5,0.2681,90.62935400001493
Fitness,geometric,75,28,8,9108,1.0,5,0.2735,295.52679400001125
Bully,geometric,75,28,75,2850,0.9247038088559829,5,0.2735,89.11411799999769
Random,geometric,75,28,1,75,1.0,5,0.2735,94.37471399999708
HighBattery,geometric,75,28,2,75,0.8652590974280383,5,0.2735,82.54235399999743
MostConnected,geometric,75,28,2,1518,0.9294371082851911,5,0.2735,96.22473199999604
Raft,geometric,75,28,6,175,0.8272268475774924,5,0.2735,104.83160700002259
Fitness,geometric,75,29,7,8190,1.0,5,0.2951,253.85828299999957
Bully,geometric,75,29,75,2850,0.9370006750839956,5,0.2951,72.72903000000497
Random,geometric,75,29,1,75,0.786588878577617,5,0.2951,59.78612100000191
HighBattery,geometric,75,29,2,75,0.8127972188274559,5,0.2951,69.45035800001165
MostConnected,geometric,75,29,2,1638,1.0,5,0.2951,72.39327299998877
Raft,geometric,75,29,6,182,0.8068143546192618,5,0.2951,80.66157800001861
Fitness,mesh,100,0,14,4320,1.0,18,0.0364,208.05248700000334
Bully,mesh,100,0,100,5050,0.5621624736146802,18,0.0364,63.723181000000295
Random,mesh,100,0,1,100,0.653493220642173,18,0.0364,58.58755100001645
HighBattery,mesh,100,0,2,100,0.7183371282326818,18,0.0364,62.817398000021285
MostConnected,mesh,100,0,2,360,0.6103987110905694,18,0.0364,59.16005199998153
Raft,mesh,100,0,6,202,0.6003495006058756,18,0.0364,88.53098299999829
Fitness,mesh,100,1,14,4320,1.0,18,0.0364,216.46726900002022
Bully,mesh,100,1,100,5050,0.579884452469076,18,0.0364,67.38170799999921
Random,mesh,100,1,1,100,0.7896733653488806,18,0.0364,58.715121000005865
HighBattery,mesh,100,1,2,100,0.7734730583608077,18,0.0364,62.246696000016755
MostConnected,mesh,100,1,2,360,0.5905644342286355,18,0.0364,73.63569700001449
Raft,mesh,100,1,6,202,0.7118507274643022,18,0.0364,100.19432999999367
Fitness,mesh,100,2,15,4680,1.0,18,0.0364,190.85536899999056
Bully,mesh,100,2,100,5050,0.5300423985192638,18,0.0364,55.756356000017604
Random,mesh,100,2,1,100,0.587424713155275,18,0.0364,60.47443699998212
HighBattery,mesh,100,2,2,100,0.8055131612935365,18,0.0364,63.03013900000565
MostConnected,mesh,100,2,2,360,0.6628612957150871,18,0.0364,63.61448100000189
Raft,mesh,100,2,6,201,0.6363253741182002,18,0.0364,93.83064299998978
Fitness,mesh,100,3,15,4680,1.0,18,0.0364,202.32140999999615
Bully,mesh,100,3,100,5050,0.5873088006610693,18,0.0364,66.30184799999483
Random,mesh,100,3,1,100,0.5715172858323269,18,0.0364,75.29578999998421
HighBattery,mesh,100,3,2,100,0.9741823969971237,18,0.0364,82.99984199999244
MostConnected,mesh,100,3,2,360,0.691744649152089,18,0.0364,67.01019800001973
Raft,mesh,100,3,6,202,0.5990995577583268,18,0.0364,94.75856500000646
Fitness,mesh,100,4,14,4320,1.0,18,0.0364,186.60470899999382
Bully,mesh,100,4,100,5050,0.5576796670311053,18,0.0364,63.684748000014224
Random,mesh,100,4,1,100,0.6396874317945171,18,0.0364,56.79228500000022
HighBattery,mesh,100,4,2,100,0.8434369946004974,18,0.0364,57.80241499999761
MostConnected,mesh,100,4,2,360,0.6670365458681455,18,0.0364,59.81838200000311
Raft,mesh,100,4,6,202,0.5915138638607124,18,0.0364,86.20241199997736
Fitness,mesh,100,5,15,4680,1.0,18,0.0364,216.2724389999937
Bully,mesh,100,5,100,5050,0.6330218869151216,18,0.0364,68.83247100000744
Random,mesh,100,5,1,100,0.8498567547932478,18,0.0364,68.04434800000081
HighBattery,mesh,100,5,2,100,1.0,18,0.0364,72.24097399998186
MostConnected,mesh,100,5,2,360,0.7226083290645987,18,0.0364,72.74388000001863
Raft,mesh,100,5,6,202,0.7550728975921256,18,0.0364,88.38727299999505
Fitness,mesh,100,6,14,4320,1.0,18,0.0364,205.1402720000226
Bully,mesh,100,6,100,5050,0.6207911518939434,18,0.0364,70.08570799999347
Random,mesh,100,6,1,100,0.6166512746527094,18,0.0364,67.4435550000112
HighBattery,mesh,100,6,2,100,0.8677294527389413,18,0.0364,82.16487400000005
MostConnected,mesh,100,6,2,360,0.7143159171965319,18,0.0364,66.45849500000622
Raft,mesh,100,6,6,202,0.6293654998464235,18,0.0364,94.30181899998047
Fitness,mesh,100,7,14,4320,1.0,18,0.0364,207.43847400001414
Bully,mesh,100,7,100,5050,0.517729197198899,18,0.0364,55.69631399998798
Random,mesh,100,7,1,100,0.723491252898855,18,0.0364,58.012300999990885
HighBattery,mesh,100,7,2,100,0.749932069398201,18,0.0364,57.882790000007844
MostConnected,mesh,100,7,2,360,0.6545900822484421,18,0.0364,50.20602800001939
Raft,mesh,100,7,6,202,0.5940923896122604,18,0.0364,85.60015300000146
Fitness,mesh,100,8,15,4680,1.0,18,0.0364,228.4961490000228
Bully,mesh,100,8,100,5050,0.593534418742066,18,0.0364,75.89621099998567
Random,mesh,100,8,1,100,0.7645813405307369,18,0.0364,64.00795800001902
HighBattery,mesh,100,8,2,100,0.9992255764013676,18,0.0364,63.62328299999831
MostConnected,mesh,100,8,2,360,0.548763941801266,18,0.0364,61.16542399999503
Raft,mesh,100,8,6,201,0.5880373551531677,18,0.0364,111.32062000001497
Fitness,mesh,100,9,15,4680,1.0,18,0.0364,238.86548499999094
Bully,mesh,100,9,100,5050,0.5964269353942724,18,0.0364,62.58163699999386
Random,mesh,100,9,1,100,0.60062593363155,18,0.0364,55.17353400000502
HighBattery,mesh,100,9,2,100,0.7633869584098725,18,0.0364,55.092181000020446
MostConnected,mesh,100,9,2,360,0.6296529104579801,18,0.0364,59.563366999981326
Raft,mesh,100,9,6,202,0.5093127331115087,18,0.0364,95.71539799998163
Fitness,mesh,100,10,14,4320,1.0,18,0.0364,205.4269220000151
Bully,mesh,100,10,100,5050,0.6282135737550316,18,0.0364,69.84552200000849
Random,mesh,100,10,1,100,0.6566496538843763,18,0.0364,68.85763299999326
HighBattery,mesh,100,10,2,100,0.7185346317511525,18,0.0364,69.4261410000081
MostConnected,mesh,100,10,2,360,0.7486213699691768,18,0.0364,64.65632600000504
Raft,mesh,100,10,6,202,0.6482004123443226,18,0.0364,86.79606999999123
Fitness,mesh,100,11,16,5040,1.0,18,0.0364,203.30237800001782
Bully,mesh,100,11,100,5050,0.5325846572059131,18,0.0364,66.97670200000516
Random,mesh,100,11,1,100,0.6677118587276145,18,0.0364,67.89362099999607
HighBattery,mesh,100,11,2,100,0.931390131895031,18,0.0364,73.57080499997437
MostConnected,mesh,100,11,2,360,0.6402145813354653,18,0.0364,68.62996600000315
Raft,mesh,100,11,6,201,0.5450921491489723,18,0.0364,81.43625299999258
Fitness,mesh,100,12,14,4320,1.0,18,0.0364,191.08889599999657
Bully,mesh,100,12,100,5050,0.520983497298476,18,0.0364,120.87982599999236
Random,mesh,100,12,1,100,0.8969489060376542,18,0.0364,63.80168999999114
HighBattery,mesh,100,12,2,100,0.8380830299567662,18,0.0364,70.75715899998158
MostConnected,mesh,100,12,2,360,0.7106279248719899,18,0.0364,62.99049999998374
Raft,mesh,100,12,6,202,0.6744919823920499,18,0.0364,98.21951800000761
Fitness,mesh,100,13,15,4680,1.0,18,0.0364,195.50694999998086
Bully,mesh,100,13,100,5050,0.6598167877403137,18,0.0364,62.82881199999224
Random,mesh,100,13,1,100,0.7883643319058466,18,0.0364,60.53454400000646
HighBattery,mesh,100,13,2,100,0.7374351314075207,18,0.0364,64.97543599999744
MostConnected,mesh,100,13,2,360,0.633402362694136,18,0.0364,63.925780999994686
Raft,mesh,100,13,6,201,0.671848546546153,18,0.0364,91.02250199998707
Fitness,mesh,100,14,14,4320,1.0,18,0.0364,199.33156000001873
Bully,mesh,100,14,100,5050,0.5747938984603476,18,0.0364,59.676738999996815
Random,mesh,100,14,1,100,0.8905369723573486,18,0.0364,53.91078499999935
HighBattery,mesh,100,14,2,100,0.9060553239901665,18,0.0364,59.37791799999559
MostConnected,mesh,100,14,2,360,0.5718497367625823,18,0.0364,63.3388519999869
Raft,mesh,100,14,6,202,0.6246577899245284,18,0.0364,73.46367100001316
Fitness,mesh,100,15,15,4680,1.0,18,0.0364,191.36920100001475
Bully,mesh,100,15,100,5050,0.5620220920993003,18,0.0364,57.266588000004504
Random,mesh,100,15,1,100,0.7770996017888069,18,0.0364,52.438652000006414
HighBattery,mesh,100,15,2,100,0.8377315455262958,18,0.0364,59.27679499998817
MostConnected,mesh,100,15,2,360,0.6850174138391558,18,0.0364,50.717055000006894
Raft,mesh,100,15,6,202,0.6901417454088045,18,0.0364,78.04979299999104
Fitness,mesh,100,16,15,4680,1.0,18,0.0364,196.41317500000355
Bully,mesh,100,16,100,5050,0.5803445829891253,18,0.0364,54.8273439999889
Random,mesh,100,16,1,100,0.6092519243046884,18,0.0364,64.60537399999566
HighBattery,mesh,100,16,2,100,0.7727865688907156,18,0.0364,64.66849599999591
MostConnected,mesh,100,16,2,360,0.6659922295121807,18,0.0364,53.5320119999767
Raft,mesh,100,16,6,202,0.6924578841145433,18,0.0364,76.54949499999475
Fitness,mesh,100,17,14,4320,1.0,18,0.0364,186.20062400000847
Bully,mesh,100,17,100,5050,0.5603104924740552,18,0.0364,57.24800400000163
Random,mesh,100,17,1,100,0.6216172318365936,18,0.0364,55.647826000011946
HighBattery,mesh,100,17,2,100,0.8135018821348929,18,0.0364,59.34169899998665
MostConnected,mesh,100,17,2,360,0.6887356753473004,18,0.0364,59.98444100001166
Raft,mesh,100,17,6,201,0.6391542194546246,18,0.0364,88.19352699998717
Fitness,mesh,100,18,15,4680,1.0,18,0.0364,184.04429100002062
Bully,mesh,100,18,100,5050,0.6336906110908306,18,0.0364,66.55245200002469
Random,mesh,100,18,1,100,0.8845698343483183,18,0.0364,50.38495899998452
HighBattery,mesh,100,18,2,100,0.6643188866169069,18,0.0364,61.15902399997708
MostConnected,mesh,100,18,2,360,0.6771293073641618,18,0.0364,54.04333300000985
Raft,mesh,100,18,6,201,0.6643188866169069,18,0.0364,86.2168600000075
Fitness,mesh,100,19,14,4320,1.0,18,0.0364,188.69033099997523
Bully,mesh,100,19,100,5050,0.5646706842614638,18,0.0364,68.80768299998863
Random,mesh,100,19,1,100,0.8305911141689246,18,0.0364,80.78041100000632
HighBattery,mesh,100,19,2,100,0.8221660706298842,18,0.0364,76.73435500001347
MostConnected,mesh,100,19,2,360,0.7317365032132116,18,0.0364,58.589377000004106
Raft,mesh,100,19,6,202,0.5647775296702893,18,0.0364,101.35646700001644
Fitness,mesh,100,20,14,4320,1.0,18,0.0364,196.780662000009
Bully,mesh,100,20,100,5050,0.6226293653911694,18,0.0364,59.208404000003156
Random,mesh,100,20,1,100,0.7169010663064094,18,0.0364,59.601762999989205
HighBattery,mesh,100,20,2,100,0.7007760137415845,18,0.0364,65.14072500002044
MostConnected,mesh,100,20,2,360,0.7006838241735295,18,0.0364,64.32018300000664
Raft,mesh,100,20,6,202,0.5872604268383531,18,0.0364,132.74090600000932
Fitness,mesh,100,21,15,4680,1.0,18,0.0364,226.88117399999896
Bully,mesh,100,21,100,5050,0.631398177234978,18,0.0364,70.22348600000328
Random,mesh,100,21,1,100,0.7603714679840827,18,0.0364,58.670519000003196
HighBattery,mesh,100,21,2,100,0.8563311623342222,18,0.0364,61.392072999979064
MostConnected,mesh,100,21,2,360,0.6625042767628238,18,0.0364,52.801295000023174
Raft,mesh,100,21,6,202,0.7266644585487806,18,0.0364,79.50062899999466
Fitness,mesh,100,22,14,4320,1.0,18,0.0364,196.8236839999804
Bully,mesh,100,22,100,5050,0.566049260028482,18,0.0364,58.475461999989875
Random,mesh,100,22,1,100,0.8121624375410121,18,0.0364,56.35619599999586
HighBattery,mesh,100,22,2,100,0.6235956540234505,18,0.0364,63.95465099998887
MostConnected,mesh,100,22,2,360,0.5719784904558326,18,0.0364,55.386620999996694
Raft,mesh,100,22,6,202,0.6086222500227975,18,0.0364,83.03931200001102
Fitness,mesh,100,23,14,4320,1.0,18,0.0364,223.29820699999914
Bully,mesh,100,23,100,5050,0.5535539219048167,18,0.0364,70.49303200000168
Random,mesh,100,23,1,100,0.6994177662647443,18,0.0364,62.82449199997586
HighBattery,mesh,100,23,2,100,0.9168686576530796,18,0.0364,59.662824000014325
MostConnected,mesh,100,23,2,360,0.6420171046850865,18,0.0364,56.528366999998525
Raft,mesh,100,23,6,202,0.6594581145430339,18,0.0364,87.5471770000047
Fitness,mesh,100,24,14,4320,1.0,18,0.0364,191.86786799997435
Bully,mesh,100,24,100,5050,0.5504480397646462,18,0.0364,62.45728499999359
Random,mesh,100,24,1,100,0.7551587536987611,18,0.0364,49.92307399999163
HighBattery,mesh,100,24,2,100,0.8855676920143898,18,0.0364,57.24917300000243
MostConnected,mesh,100,24,2,360,0.7589711920380292,18,0.0364,56.3981680000154
Raft,mesh,100,24,6,202,0.6137330872100751,18,0.0364,80.33477600000083
Fitness,mesh,100,25,14,4320,1.0,18,0.0364,186.77162399998792
Bully,mesh,100,25,100,5050,0.48843175025066315,18,0.0364,59.92124299999091
Random,mesh,100,25,1,100,0.6264210370936895,18,0.0364,57.049581000001126
HighBattery,mesh,100,25,2,100,0.717566651697047,18,0.0364,55.92526899999939
MostConnected,mesh,100,25,2,360,0.6508216477093618,18,0.0364,53.17190499999924
Raft,mesh,100,25,6,201,0.6030895972626936,18,0.0364,92.87439100000938
Fitness,mesh,100,26,15,4680,1.0,18,0.0364,226.64646499998753
Bully,mesh,100,26,100,5050,0.5891249686297342,18,0.0364,51.77672400000688
Random,mesh,100,26,1,100,0.9676320515216627,18,0.0364,58.19555400000809
HighBattery,mesh,100,26,2,100,0.9245820643874257,18,0.0364,60.71868099999733
MostConnected,mesh,100,26,2,360,0.6779087630585487,18,0.0364,67.40024900000208
Raft,mesh,100,26,6,202,0.6528854251549671,18,0.0364,91.84889899998439
Fitness,mesh,100,27,14,4320,1.0,18,0.0364,232.84741000000508
Bully,mesh,100,27,100,5050,0.6007563539628973,18,0.0364,71.28092700000366
Random,mesh,100,27,1,100,0.6070382406434287,18,0.0364,69.52814500002091
HighBattery,mesh,100,27,2,100,0.5867693013290421,18,0.0364,75.06270100000734
MostConnected,mesh,100,27,2,360,0.7635243309239829,18,0.0364,59.204467000000705
Raft,mesh,100,27,6,202,0.5613943795873433,18,0.0364,93.18629399999168
Fitness,mesh,100,28,16,5040,1.0,18,0.0364,195.430196000018
Bully,mesh,100,28,100,5050,0.5483779190492084,18,0.0364,65.71983599999953
Random,mesh,100,28,1,100,0.7957443177544686,18,0.0364,58.99224899999922
HighBattery,mesh,100,28,2,100,0.6795222101487851,18,0.0364,72.78838600001336
MostConnected,mesh,100,28,2,360,0.5967391321720945,18,0.0364,62.8274059999967
Raft,mesh,100,28,6,201,0.5328607742027822,18,0.0364,81.90557100002138
Fitness,mesh,100,29,14,4320,1.0,18,0.0364,180.12911499999973
Bully,mesh,100,29,100,5050,0.5458458171006727,18,0.0364,54.770491999988735
Random,mesh,100,29,1,100,0.9412667966322141,18,0.0364,53.75689000001671
HighBattery,mesh,100,29,2,100,0.6394170138933551,18,0.0364,63.09649199999967
MostConnected,mesh,100,29,2,360,0.6462122618792477,18,0.0364,59.55764099999783
Raft,mesh,100,29,6,201,0.4943175570123235,18,0.0364,78.33294599998908
Fitness,random,100,0,6,11608,1.0,3,0.2931,110.64978799998926
Bully,random,100,0,100,5050,0.7133165381803849,3,0.2931,31.843665999986115
Random,random,100,0,1,100,0.8349054341260034,3,0.2931,25.182853999979216
HighBattery,random,100,0,2,100,0.9112614436917225,3,0.2931,26.562073999997438
MostConnected,random,100,0,2,2902,0.951350471240534,3,0.2931,30.85365500001558
Raft,random,100,0,6,230,0.9082602490556202,3,0.2931,42.42098999998234
Fitness,random,100,1,5,8946,1.0,2,0.3012,112.48341000001005
Bully,random,100,1,100,5050,0.8129468276041435,2,0.3012,38.149389000011524
Random,random,100,1,1,100,0.7565653356575809,2,0.3012,33.742368999980954
HighBattery,random,100,1,2,100,0.9302686188855989,2,0.3012,31.277018999986694
MostConnected,random,100,1,2,2982,0.8881836705823646,2,0.3012,38.10357500000805
Raft,random,100,1,6,224,0.7997739317694599,2,0.3012,34.07975799999008
Fitness,random,100,2,5,8850,1.0,2,0.298,111.6038250000031
Bully,random,100,2,100,5050,0.7777084289973818,2,0.298,31.250539000012623
Random,random,100,2,1,100,0.8044353198057431,2,0.298,26.85841699999969
HighBattery,random,100,2,2,100,1.0,2,0.298,30.561650000009877
MostConnected,random,100,2,2,2950,0.9556143037912493,2,0.298,33.507528999990654
Raft,random,100,2,6,236,0.9899588124317799,2,0.298,37.40144700000769
Fitness,random,100,3,6,12176,1.0,3,0.3075,118.3297259999847
Bully,random,100,3,100,5050,0.8992676408698376,3,0.3075,25.628204999975424
Random,random,100,3,1,100,0.9114579215106704,3,0.3075,31.277763999980834
HighBattery,random,100,3,2,100,0.8716677649697033,3,0.3075,33.65513299999634
MostConnected,random,100,3,2,3044,0.9860383600575489,3,0.3075,32.68950599999698
Raft,random,100,3,6,229,0.8329654249052804,3,0.3075,32.85415199999875
Fitness,random,100,4,6,11968,1.0,3,0.3022,128.9494579999939
Bully,random,100,4,100,5050,0.8226992748897869,3,0.3022,33.42798900001753
Random,random,100,4,1,100,0.6572601048219561,3,0.3022,29.90704699999469
HighBattery,random,100,4,2,100,0.9623077451424923,3,0.3022,32.880842999986726
MostConnected,random,100,4,2,2992,0.9816361318851377,3,0.3022,35.569094999999606
Raft,random,100,4,6,227,0.7686939603108529,3,0.3022,31.240702000019382
Fitness,random,100,5,6,11952,1.0,3,0.3018,121.50612400000682
Bully,random,100,5,100,5050,0.9382298602036973,3,0.3018,30.386733000000277
Random,random,100,5,1,100,0.6935559449144129,3,0.3018,25.372627999985298
HighBattery,random,100,5,2,100,0.9903196551222498,3,0.3018,29.373993999996628
MostConnected,random,100,5,2,2988,0.8966251451700544,3,0.3018,34.82573599998773
Raft,random,100,5,6,226,0.8405816257837929,3,0.3018,29.307697000007238
Fitness,random,100,6,5,8442,1.0,2,0.2842,111.63623300001291
Bully,random,100,6,100,5050,0.8932477578959616,2,0.2842,30.095993999992743
Random,random,100,6,1,100,0.8522762526312789,2,0.2842,29.39906800000358
HighBattery,random,100,6,2,100,0.9016936299930306,2,0.2842,27.977065999976958
MostConnected,random,100,6,2,2814,0.8520271388440757,2,0.2842,32.3190889999978
Raft,random,100,6,6,230,0.8820311214900589,2,0.2842,36.81821800000762
Fitness,random,100,7,6,11536,1.0,3,0.2913,141.90637600000855
Bully,random,100,7,100,5050,0.8692001956289859,3,0.2913,30.62731899998994
Random,random,100,7,1,100,0.9749105733726224,3,0.2913,59.56542399999876
HighBattery,random,100,7,2,100,0.8688401568061117,3,0.2913,38.32243499999777
MostConnected,random,100,7,2,2884,0.9749105733726224,3,0.2913,35.84336200000848
Raft,random,100,7,6,227,0.7662688280141777,3,0.2913,41.63175099998284
Fitness,random,100,8,5,8922,1.0,2,0.3004,133.9632489999758
Bully,random,100,8,100,5050,0.7857703786607197,2,0.3004,35.91088300001388
Random,random,100,8,1,100,0.9062310626060762,2,0.3004,33.03791300001535
HighBattery,random,100,8,2,100,0.8111357644553308,2,0.3004,30.05904500000156
MostConnected,random,100,8,2,2974,1.0,2,0.3004,32.09896900000331
Raft,random,100,8,6,230,0.6944301694325379,2,0.3004,39.109293999985084
Fitness,random,100,9,5,8868,1.0,2,0.2986,118.35124999998925
Bully,random,100,9,100,5050,0.7642829293597716,2,0.2986,29.62813199999914
Random,random,100,9,1,100,0.9508014623138579,2,0.2986,35.13915600001383
HighBattery,random,100,9,2,100,0.8368244203073394,2,0.2986,28.72317200001362
MostConnected,random,100,9,2,2956,1.0,2,0.2986,33.78411299999584
Raft,random,100,9,6,230,0.7796383549376682,2,0.2986,39.211972000003925
Fitness,random,100,10,5,9162,1.0,2,0.3085,126.64589799999248
Bully,random,100,10,100,5050,0.7002690926926716,2,0.3085,30.027005999983203
Random,random,100,10,1,100,0.8863282935261857,2,0.3085,30.738129000013714
HighBattery,random,100,10,2,100,0.91907243457937,2,0.3085,35.93283899999733
MostConnected,random,100,10,2,3054,0.9198298183985822,2,0.3085,43.3898450000072
Raft,random,100,10,6,235,0.859767576992892,2,0.3085,46.141929000015125
Fitness,random,100,11,5,8694,1.0,2,0.2927,118.20524899999896
Bully,random,100,11,100,5050,0.8141724261096427,2,0.2927,28.42565699998545
Random,random,100,11,1,100,0.8817948426550327,2,0.2927,32.229824000012286
HighBattery,random,100,11,2,100,0.9395635578965541,2,0.2927,25.780772000018715
MostConnected,random,100,11,2,2898,0.9385979041995116,2,0.2927,31.562441000005492
Raft,random,100,11,6,226,0.8034188651034165,2,0.2927,31.520479000022306
Fitness,random,100,12,5,8850,1.0,2,0.298,116.23958500001663
Bully,random,100,12,100,5050,0.7973821158398715,2,0.298,28.759605999994164
Random,random,100,12,1,100,0.9437562510502919,2,0.298,27.417452999998204
HighBattery,random,100,12,2,100,1.0,2,0.298,33.13887999999565
MostConnected,random,100,12,2,2950,0.9437562510502919,2,0.298,31.55277399997658
Raft,random,100,12,6,222,0.7374410379968716,2,0.298,33.36727800001427
Fitness,random,100,13,5,8670,1.0,2,0.2919,113.92368300002431
Bully,random,100,13,100,5050,0.813747385114564,2,0.2919,35.554477000005136
Random,random,100,13,1,100,0.8957096600907112,2,0.2919,28.00607099999297
HighBattery,random,100,13,2,100,0.8957096600907112,2,0.2919,25.70516299999781
MostConnected,random,100,13,2,2890,1.0,2,0.2919,31.435278000003564
Raft,random,100,13,6,223,0.8316554375284397,2,0.2919,38.469964999990225
Fitness,random,100,14,5,8856,1.0,2,0.2982,114.88329599998792
Bully,random,100,14,100,5050,0.9151190619415804,2,0.2982,30.665970000001153
Random,random,100,14,1,100,0.7707303442320265,2,0.2982,28.0300360000183
HighBattery,random,100,14,2,100,0.851075294036348,2,0.2982,27.461036999994803
MostConnected,random,100,14,2,2952,0.937049368121059,2,0.2982,31.997200000006387
Raft,random,100,14,6,230,0.8650081196127437,2,0.2982,34.29860899998971
Fitness,random,100,15,5,8988,1.0,2,0.3026,126.45973600001525
Bully,random,100,15,100,5050,0.885163404448076,2,0.3026,30.921005999999807
Random,random,100,15,1,100,0.7582837812599517,2,0.3026,34.90814100001671
HighBattery,random,100,15,2,100,0.9302504970239919,2,0.3026,32.55315500001643
MostConnected,random,100,15,2,2996,0.924294571731113,2,0.3026,37.11820099999841
