algorithm,topology,n_agents,trial,rounds_to_converge,messages_sent,lqs,graph_diameter,graph_density,election_time_ms
HighBattery,geometric,10,29,2,10,0.6568688914415451,6,0.3111,3.8110119999998915
MostConnected,geometric,10,29,2,28,1.0,6,0.3111,4.848464000005492
Raft,geometric,10,29,6,23,1.0,6,0.3111,3.30056300001047
Fitness,mesh,20,0,8,372,1.0,7,0.1632,13.90170499999499
Bully,mesh,20,0,20,210,0.7059762124558512,7,0.1632,5.429622000008294
Random,mesh,20,0,1,20,0.8867963344676497,7,0.1632,4.303063999998358
HighBattery,mesh,20,0,2,20,0.7059762124558512,7,0.1632,3.139206000000172
MostConnected,mesh,20,0,2,62,0.8099350822404979,7,0.1632,4.515023999999812
Raft,mesh,20,0,6,42,0.7329150492451935,7,0.1632,5.278219000004469
Fitness,mesh,20,1,8,372,1.0,7,0.1632,10.185604000000126
Bully,mesh,20,1,20,210,0.7159435242018591,7,0.1632,3.6386459999988574
Random,mesh,20,1,1,20,0.7851092484551899,7,0.1632,3.322278000013057
HighBattery,mesh,20,1,2,20,0.8450421436970941,7,0.1632,3.8558679999880496
MostConnected,mesh,20,1,2,62,0.858867564020354,7,0.1632,4.673203999999487
Raft,mesh,20,1,6,43,0.9700932678767453,7,0.1632,4.732802999996011
Fitness,mesh,20,2,9,434,1.0,7,0.1632,13.535210000000575
Bully,mesh,20,2,20,210,0.6717543391339907,7,0.1632,3.7280430000095066
Random,mesh,20,2,1,20,0.7054564164254109,7,0.1632,4.529809999993972
HighBattery,mesh,20,2,2,20,0.7492525645764568,7,0.1632,4.434388000007061
MostConnected,mesh,20,2,2,62,0.9083790909918551,7,0.1632,3.403983000012545
Raft,mesh,20,2,6,42,0.7893495035849963,7,0.1632,4.487168000011366
Fitness,mesh,20,3,8,372,1.0,7,0.1632,13.214423999997393
Bully,mesh,20,3,20,210,0.7692720733311342,7,0.1632,5.29755099999818
Random,mesh,20,3,1,20,0.7858769493991739,7,0.1632,5.431536999992659
HighBattery,mesh,20,3,2,20,0.864327735674794,7,0.1632,4.5671710000050325
MostConnected,mesh,20,3,2,62,0.8590071274647708,7,0.1632,4.555201000002285
Raft,mesh,20,3,6,43,0.8590071274647708,7,0.1632,6.798327999987919
Fitness,mesh,20,4,9,434,1.0,7,0.1632,14.876966999992192
Bully,mesh,20,4,20,210,0.6892980475120137,7,0.1632,4.518972000013832
Random,mesh,20,4,1,20,0.722477863805889,7,0.1632,5.321050999995691
HighBattery,mesh,20,4,2,20,0.9968056605105217,7,0.1632,4.837737000002562
MostConnected,mesh,20,4,2,62,1.0,7,0.1632,4.959661999990317
Raft,mesh,20,4,6,41,0.663817600214106,7,0.1632,7.060431999988737
Fitness,mesh,20,5,8,372,1.0,7,0.1632,13.38119000000404
Bully,mesh,20,5,20,210,0.6395497285246554,7,0.1632,4.3972400000029666
Random,mesh,20,5,1,20,0.755263321682883,7,0.1632,5.528124999997885
HighBattery,mesh,20,5,2,20,1.0,7,0.1632,3.534615999996049
MostConnected,mesh,20,5,2,62,0.9090423207295982,7,0.1632,3.4449659999893356
Raft,mesh,20,5,6,41,0.6688070368409212,7,0.1632,4.312384000002112
Fitness,mesh,20,6,8,372,1.0,7,0.1632,11.77497300000141
Bully,mesh,20,6,20,210,0.6880207469262022,7,0.1632,4.014439999991737
Random,mesh,20,6,1,20,0.6356659049170071,7,0.1632,4.456158000010646
HighBattery,mesh,20,6,2,20,0.8588467521004288,7,0.1632,4.044285000006198
MostConnected,mesh,20,6,2,62,0.9658663693655377,7,0.1632,4.7831619999954
Raft,mesh,20,6,6,41,0.7053585015871183,7,0.1632,4.7046029999933126
Fitness,mesh,20,7,8,372,1.0,7,0.1632,13.553101999988826
Bully,mesh,20,7,20,210,0.6458677413022889,7,0.1632,4.308152999996651
Random,mesh,20,7,1,20,0.9542505787073136,7,0.1632,4.697841000009362
HighBattery,mesh,20,7,2,20,0.9542505787073136,7,0.1632,4.987348000000225
MostConnected,mesh,20,7,2,62,0.9445357869437576,7,0.1632,5.841219000004116
Raft,mesh,20,7,6,42,0.803028644173253,7,0.1632,6.095142999996028
Fitness,mesh,20,8,8,372,1.0,7,0.1632,17.709236000001738
Bully,mesh,20,8,20,210,0.7118203581801822,7,0.1632,6.387678000010055
Random,mesh,20,8,1,20,0.6742699638650537,7,0.1632,5.997526000001585
HighBattery,mesh,20,8,2,20,0.8243577762190923,7,0.1632,5.95578400000818
MostConnected,mesh,20,8,2,62,0.7851292746997974,7,0.1632,6.145365000008951
Raft,mesh,20,8,6,41,0.7510916113378598,7,0.1632,5.458937999989644
Fitness,mesh,20,9,8,372,1.0,7,0.1632,12.83643099999665
Bully,mesh,20,9,20,210,0.7170383972559506,7,0.1632,5.60750100000007
Random,mesh,20,9,1,20,0.8391013235080494,7,0.1632,3.634060999999633
HighBattery,mesh,20,9,2,20,0.7775033084149201,7,0.1632,8.468089000004397
MostConnected,mesh,20,9,2,62,0.9127260532250467,7,0.1632,8.901360999999497
Raft,mesh,20,9,6,42,0.7235351131115686,7,0.1632,18.638262000010286
Fitness,mesh,20,10,8,372,1.0,7,0.1632,20.057911999998623
Bully,mesh,20,10,20,210,0.7092059184633088,7,0.1632,5.494246000012026
Random,mesh,20,10,1,20,1.0,7,0.1632,6.147021999993285
HighBattery,mesh,20,10,2,20,0.855707539745485,7,0.1632,5.450365000001511
MostConnected,mesh,20,10,2,62,0.943336652023724,7,0.1632,6.857677999988709
Raft,mesh,20,10,6,42,0.855707539745485,7,0.1632,6.285256000012396
Fitness,mesh,20,11,8,372,1.0,7,0.1632,13.356387000001746
Bully,mesh,20,11,20,210,0.7314575854665023,7,0.1632,5.757574999989856
Random,mesh,20,11,1,20,0.89149184899797,7,0.1632,4.387434999998163
HighBattery,mesh,20,11,2,20,0.9173706122145031,7,0.1632,4.245341000000735
MostConnected,mesh,20,11,2,62,0.9930196067265697,7,0.1632,5.628272000009815
Raft,mesh,20,11,6,41,0.7726193671811293,7,0.1632,5.789953000004289
Fitness,mesh,20,12,8,372,1.0,7,0.1632,14.25160599998776
Bully,mesh,20,12,20,210,0.712962593350432,7,0.1632,8.295099999998001
Random,mesh,20,12,1,20,0.8241415823669449,7,0.1632,8.36818500000902
HighBattery,mesh,20,12,2,20,0.8998437631836698,7,0.1632,6.505775999997354
MostConnected,mesh,20,12,2,62,0.8901378226519555,7,0.1632,10.869630000001962
Raft,mesh,20,12,6,42,0.860792838885668,7,0.1632,9.549196999998344
Fitness,mesh,20,13,9,434,1.0,7,0.1632,28.00339300000587
Bully,mesh,20,13,20,210,0.7141419560626985,7,0.1632,6.492647000001739
Random,mesh,20,13,1,20,1.0,7,0.1632,5.682755000009365
HighBattery,mesh,20,13,2,20,1.0,7,0.1632,5.557538999994449
MostConnected,mesh,20,13,2,62,1.0,7,0.1632,6.038338999999837
Raft,mesh,20,13,6,42,0.7925769159309866,7,0.1632,6.348709999997482
Fitness,mesh,20,14,9,434,1.0,7,0.1632,21.518307000008008
Bully,mesh,20,14,20,210,0.7231229275312442,7,0.1632,6.074742999999216
Random,mesh,20,14,1,20,0.6725354089856459,7,0.1632,13.809971999990012
HighBattery,mesh,20,14,2,20,0.9435624547914145,7,0.1632,6.340199000007374
MostConnected,mesh,20,14,2,62,0.942443955336272,7,0.1632,8.046344000007366
Raft,mesh,20,14,6,42,0.8132828584030373,7,0.1632,7.450605999991922
Fitness,mesh,20,15,8,372,1.0,7,0.1632,17.78822200000718
Bully,mesh,20,15,20,210,0.7066303789641639,7,0.1632,4.468595000005848
Random,mesh,20,15,1,20,0.7357117870467741,7,0.1632,6.596612999999252
HighBattery,mesh,20,15,2,20,1.0,7,0.1632,6.2616710000042985
MostConnected,mesh,20,15,2,62,0.9211271447319799,7,0.1632,6.930855000007341
Raft,mesh,20,15,6,41,0.6473735960497584,7,0.1632,6.809277000002112
Fitness,mesh,20,16,8,372,1.0,7,0.1632,15.67955000000154
Bully,mesh,20,16,20,210,0.5864448904959095,7,0.1632,5.09344799999667
Random,mesh,20,16,1,20,0.7880186294160827,7,0.1632,6.582574999995927
HighBattery,mesh,20,16,2,20,0.7858106608799896,7,0.1632,5.607385999994108
MostConnected,mesh,20,16,2,62,0.8164005337512681,7,0.1632,6.3649589999954514
Raft,mesh,20,16,6,43,0.8164005337512681,7,0.1632,8.960582000000272
Fitness,mesh,20,17,8,372,1.0,7,0.1632,16.59138200000143
Bully,mesh,20,17,20,210,0.7382743537839085,7,0.1632,4.824435000003291
Random,mesh,20,17,1,20,0.8425597593944534,7,0.1632,5.884710000003679
HighBattery,mesh,20,17,2,20,0.9440190607367621,7,0.1632,6.626865999990628
MostConnected,mesh,20,17,2,62,0.8255167467573608,7,0.1632,8.779321999995204
Raft,mesh,20,17,6,41,0.7303423058860861,7,0.1632,6.981093000007377
Fitness,mesh,20,18,8,372,1.0,7,0.1632,17.978218000010315
Bully,mesh,20,18,20,210,0.6188252837556315,7,0.1632,4.886683999998809
Random,mesh,20,18,1,20,0.764757928375254,7,0.1632,5.152059000010922
HighBattery,mesh,20,18,2,20,0.8498554571576689,7,0.1632,4.676720000006185
MostConnected,mesh,20,18,2,62,0.8677888268887516,7,0.1632,6.441178999992303
Raft,mesh,20,18,6,42,0.7902230746591028,7,0.1632,4.643280999999888
Fitness,mesh,20,19,8,372,1.0,7,0.1632,14.760719999998173
Bully,mesh,20,19,20,210,0.6388162655291516,7,0.1632,3.67081400000302
Random,mesh,20,19,1,20,0.7440763920791501,7,0.1632,3.661540999999602
HighBattery,mesh,20,19,2,20,0.7073258252593537,7,0.1632,4.050268000000301
MostConnected,mesh,20,19,2,62,0.903839244177757,7,0.1632,6.981366000005096
Raft,mesh,20,19,6,41,0.7073258252593537,7,0.1632,4.978366999992545
Fitness,mesh,20,20,8,372,1.0,7,0.1632,15.22798500000988
Bully,mesh,20,20,20,210,0.7417683650145751,7,0.1632,6.773139000003425
Random,mesh,20,20,1,20,0.7549766294566252,7,0.1632,3.7531820000111793
HighBattery,mesh,20,20,2,20,0.7975072642763353,7,0.1632,3.482824000002438
MostConnected,mesh,20,20,2,62,0.9469577314387465,7,0.1632,4.974031000003265
Raft,mesh,20,20,6,43,0.9100254206018312,7,0.1632,3.994009999999548
Fitness,mesh,20,21,8,372,1.0,7,0.1632,14.95280600001081
Bully,mesh,20,21,20,210,0.680974760129985,7,0.1632,4.387081999993825
Random,mesh,20,21,1,20,0.9138401216300377,7,0.1632,4.391807000004633
HighBattery,mesh,20,21,2,20,0.7898623090320172,7,0.1632,3.2618309999890016
MostConnected,mesh,20,21,2,62,0.8589931809590857,7,0.1632,5.347493000002146
Raft,mesh,20,21,6,42,0.7180159769829171,7,0.1632,5.169026000004351
Fitness,mesh,20,22,8,372,1.0,7,0.1632,14.166485000004059
Bully,mesh,20,22,20,210,0.7566675837168991,7,0.1632,6.5129649999988715
Random,mesh,20,22,1,20,0.8560272158340668,7,0.1632,3.7892659999982925
HighBattery,mesh,20,22,2,20,0.8128250919948335,7,0.1632,6.3806490000075655
MostConnected,mesh,20,22,2,62,0.9165417908698897,7,0.1632,6.2027950000072
Raft,mesh,20,22,6,41,0.6996568399470096,7,0.1632,10.02659099999903
Fitness,mesh,20,23,8,372,1.0,7,0.1632,13.393039000007434
Bully,mesh,20,23,20,210,0.714424853183671,7,0.1632,4.787438999997562
Random,mesh,20,23,1,20,0.8039884066785002,7,0.1632,7.5454520000022285
HighBattery,mesh,20,23,2,20,0.8209382680116158,7,0.1632,7.320785000004548
MostConnected,mesh,20,23,2,62,0.9504794445378434,7,0.1632,4.805551000004016
Raft,mesh,20,23,6,42,0.8472144475259707,7,0.1632,6.583042999992017
Fitness,mesh,20,24,8,372,1.0,7,0.1632,12.451781999999412
Bully,mesh,20,24,20,210,0.7305439326277635,7,0.1632,3.8690760000008595
Random,mesh,20,24,1,20,0.678433332333038,7,0.1632,8.473719999997797
HighBattery,mesh,20,24,2,20,0.8277553347560891,7,0.1632,3.6388830000078087
MostConnected,mesh,20,24,2,62,0.7781690178711569,7,0.1632,4.074600999999234
Raft,mesh,20,24,6,42,0.8277553347560891,7,0.1632,5.449197000004347
Fitness,mesh,20,25,8,372,1.0,7,0.1632,14.913169999999809
Bully,mesh,20,25,20,210,0.6430828443027825,7,0.1632,5.648832000005655
Random,mesh,20,25,1,20,0.7290879876748193,7,0.1632,5.162188999989326
HighBattery,mesh,20,25,2,20,0.7787070577106945,7,0.1632,5.202478000001065
MostConnected,mesh,20,25,2,62,0.8877968329799802,7,0.1632,5.132097999990037
Raft,mesh,20,25,6,42,0.8035266568123346,7,0.1632,3.890433999998777
Fitness,mesh,20,26,9,434,1.0,7,0.1632,20.607679999997686
Bully,mesh,20,26,20,210,0.7046220667354726,7,0.1632,6.08182800000634
Random,mesh,20,26,1,20,0.6243112134957972,7,0.1632,4.365215000007083
HighBattery,mesh,20,26,2,20,1.0,7,0.1632,3.7863120000025674
MostConnected,mesh,20,26,2,62,0.890047811201929,7,0.1632,6.116668999993635
Raft,mesh,20,26,6,42,0.7302569891654682,7,0.1632,7.982068000004006
Fitness,mesh,20,27,9,434,1.0,7,0.1632,13.783058999990772
Bully,mesh,20,27,20,210,0.730804836407924,7,0.1632,6.119585999996957
Random,mesh,20,27,1,20,0.8141460089310413,7,0.1632,5.111509000002457
HighBattery,mesh,20,27,2,20,0.9077466853522325,7,0.1632,5.216103000009298
MostConnected,mesh,20,27,2,62,0.9270065375161417,7,0.1632,5.094984999999497
Raft,mesh,20,27,6,42,0.8141460089310413,7,0.1632,6.755550999997695
Fitness,mesh,20,28,8,372,1.0,7,0.1632,14.578713000005905
Bully,mesh,20,28,20,210,0.6424630406645638,7,0.1632,4.850871999991568
Random,mesh,20,28,1,20,0.8005195376398633,7,0.1632,7.418995000008977
HighBattery,mesh,20,28,2,20,0.8133487498083859,7,0.1632,6.472403000003624
MostConnected,mesh,20,28,2,62,0.9292117052462624,7,0.1632,6.01991499999599
Raft,mesh,20,28,6,41,0.6969821064299665,7,0.1632,6.643519999997238
Fitness,mesh,20,29,8,372,1.0,7,0.1632,14.619454999987624
Bully,mesh,20,29,20,210,0.6924029665305768,7,0.1632,4.444149999997649
Random,mesh,20,29,1,20,0.7199475872333233,7,0.1632,4.684232000002453
HighBattery,mesh,20,29,2,20,0.9323944130352784,7,0.1632,5.968191000008005
MostConnected,mesh,20,29,2,62,0.8949830441735517,7,0.1632,7.111387999998442
Raft,mesh,20,29,6,41,0.7088355397384707,7,0.1632,7.249266000002308
Fitness,random,20,0,6,480,1.0,3,0.3158,13.748469999995905
Bully,random,20,0,20,210,0.7459270023176902,3,0.3158,4.717709999994213
Random,random,20,0,1,20,0.8242149062926923,3,0.3158,6.598362000005409
HighBattery,random,20,0,2,20,0.7944951610065483,3,0.3158,5.4421589999975595
MostConnected,random,20,0,2,120,0.867698316657809,3,0.3158,7.300315999998475
Raft,random,20,0,6,47,0.8849669234585752,3,0.3158,4.633124999998017
Fitness,random,20,1,7,480,1.0,4,0.2526,17.370155000008936
Bully,random,20,1,20,210,0.9094569491029577,4,0.2526,5.461569000004829
Random,random,20,1,1,20,0.691368521288164,4,0.2526,6.148308999996743
HighBattery,random,20,1,2,20,0.9094569491029577,4,0.2526,4.450410999993437
MostConnected,random,20,1,2,96,0.9921008382917109,4,0.2526,3.9636740000048576
Raft,random,20,1,6,46,1.0,4,0.2526,4.110917000005543
Fitness,random,20,2,6,480,1.0,3,0.3158,11.759178999994901
Bully,random,20,2,20,210,0.7402809664874566,3,0.3158,3.4776739999955453
Random,random,20,2,1,20,0.6241007407552377,3,0.3158,3.798850000009679
HighBattery,random,20,2,2,20,0.992587593650375,3,0.3158,4.326362999989897
MostConnected,random,20,2,2,120,1.0,3,0.3158,6.196252999998819
Raft,random,20,2,6,42,0.6241007407552377,3,0.3158,5.196662999992441
Fitness,random,20,3,6,432,1.0,3,0.2842,15.949204999998301
Bully,random,20,3,20,210,0.7404623973063055,3,0.2842,5.135740000000055
Random,random,20,3,1,20,0.6480231181367476,3,0.2842,5.163507999995431
HighBattery,random,20,3,2,20,0.8976558939779459,3,0.2842,5.577066000000741
MostConnected,random,20,3,2,108,1.0,3,0.2842,5.354643000003989
Raft,random,20,3,6,45,0.8976558939779459,3,0.2842,4.184434999999098
Fitness,random,20,4,6,416,1.0,3,0.2737,11.190329000001498
Bully,random,20,4,20,210,0.8140676429250266,3,0.2737,3.941357000002199
Random,random,20,4,1,20,0.975717177776735,3,0.2737,3.725037000009479
HighBattery,random,20,4,2,20,0.8140676429250266,3,0.2737,3.902409000005491
MostConnected,random,20,4,2,104,0.975717177776735,3,0.2737,4.671904999995036
Raft,random,20,4,6,44,0.7794447214524733,3,0.2737,4.1836990000092555
Fitness,random,20,5,6,552,1.0,3,0.3632,11.881791999996949
Bully,random,20,5,20,210,0.9092853905163986,3,0.3632,3.6067970000033256
Random,random,20,5,1,20,0.8739796291773492,3,0.3632,5.441580000010049
HighBattery,random,20,5,2,20,0.6952621971251416,3,0.3632,6.17529000000161
MostConnected,random,20,5,2,138,0.9092853905163986,3,0.3632,5.560299999999074
Raft,random,20,5,6,49,0.9885983249694841,3,0.3632,5.283462999997823
Fitness,random,20,6,6,488,1.0,3,0.3211,11.366379999998344
Bully,random,20,6,20,210,0.7263615310127131,3,0.3211,5.1367380000044705
Random,random,20,6,1,20,0.7840876783330726,3,0.3211,6.590321999993876
HighBattery,random,20,6,2,20,0.9737300687124882,3,0.3211,7.149823000005995
MostConnected,random,20,6,2,122,1.0,3,0.3211,7.898042000007877
Raft,random,20,6,6,44,0.7840876783330726,3,0.3211,7.632019999988415
Fitness,random,20,7,6,496,1.0,3,0.3263,10.343691000002764
Bully,random,20,7,20,210,0.7550247362837421,3,0.3263,4.84956199998976
Random,random,20,7,1,20,0.8696627606943094,3,0.3263,4.8598519999956125
HighBattery,random,20,7,2,20,0.7650476035206303,3,0.3263,6.448782999996183
MostConnected,random,20,7,2,124,0.9340255298500597,3,0.3263,6.295317999999384
Raft,random,20,7,6,45,0.7622456857451393,3,0.3263,5.054873000005955
Fitness,random,20,8,6,440,1.0,3,0.2895,13.830151000007618
Bully,random,20,8,20,210,0.7066958804407918,3,0.2895,4.760002000011809
Random,random,20,8,1,20,0.7066958804407918,3,0.2895,4.510449000008521
HighBattery,random,20,8,2,20,0.9363216254237638,3,0.2895,5.473914999996055
MostConnected,random,20,8,2,110,0.9620211604358195,3,0.2895,8.037098999992054
Raft,random,20,8,6,44,0.7732471889323068,3,0.2895,6.957569000007879
Fitness,random,20,9,6,416,1.0,3,0.2737,12.982135000001449
Bully,random,20,9,20,210,0.4917126915517783,3,0.2737,4.414862000004405
Random,random,20,9,1,20,0.6986680651477197,3,0.2737,4.79766899999845
HighBattery,random,20,9,2,20,0.8183397761874905,3,0.2737,4.463880000002973
MostConnected,random,20,9,2,104,1.0,3,0.2737,5.916615000003844
Raft,random,20,9,6,42,0.7749936402718611,3,0.2737,6.67199000000096
Fitness,random,20,10,7,450,1.0,4,0.2368,14.310278000010612
Bully,random,20,10,20,210,0.7691578943532772,4,0.2368,4.5568110000004936
Random,random,20,10,1,20,0.6763057469727296,4,0.2368,3.586952999995674
HighBattery,random,20,10,2,20,1.0,4,0.2368,3.2838399999945977
MostConnected,random,20,10,2,90,0.8862155353933973,4,0.2368,4.933749999992187
Raft,random,20,10,6,42,0.7564978199608372,4,0.2368,4.282258999992905
Fitness,random,20,11,6,512,1.0,3,0.3368,11.77344699999594
Bully,random,20,11,20,210,0.6669562805179786,3,0.3368,5.4690249999964635
Random,random,20,11,1,20,0.8837312118004118,3,0.3368,6.499278000006825
HighBattery,random,20,11,2,20,0.8454362160443647,3,0.3368,6.885206999996285
MostConnected,random,20,11,2,128,0.9481168711233019,3,0.3368,7.103933999999867
Raft,random,20,11,6,46,0.8418843173816934,3,0.3368,6.50050900000565
Fitness,random,20,12,6,424,1.0,3,0.2789,14.58780400000137
Bully,random,20,12,20,210,0.7644467519818531,3,0.2789,5.015573999997969
Random,random,20,12,1,20,0.7644467519818531,3,0.2789,6.464952000001745
HighBattery,random,20,12,2,20,0.7691346573650945,3,0.2789,6.226879999999824
MostConnected,random,20,12,2,106,1.0,3,0.2789,5.758186000008436
Raft,random,20,12,6,45,0.9095158031270377,3,0.2789,5.601022000007561
Fitness,random,20,13,6,408,1.0,3,0.2684,12.778875999998718
Bully,random,20,13,20,210,0.8243699378630992,3,0.2684,4.123602000007054
Random,random,20,13,1,20,0.6602247934677131,3,0.2684,3.894294000005516
HighBattery,random,20,13,2,20,1.0,3,0.2684,5.02233400000307
MostConnected,random,20,13,2,102,0.947993976404729,3,0.2684,5.838167999996813
Raft,random,20,13,6,45,0.8785868920207037,3,0.2684,4.139292999994382
Fitness,random,20,14,6,400,1.0,3,0.2632,9.869403999999804
Bully,random,20,14,20,210,0.8920314378658417,3,0.2632,4.274799999990364
Random,random,20,14,1,20,0.8920314378658417,3,0.2632,4.367332000001056
HighBattery,random,20,14,2,20,0.8576931814717584,3,0.2632,5.959809000003702
MostConnected,random,20,14,2,100,0.9698999108594111,3,0.2632,3.8238719999981186
Raft,random,20,14,6,43,0.8576931814717584,3,0.2632,4.814119000002393
Fitness,random,20,15,7,450,1.0,5,0.2368,12.42386799999906
Bully,random,20,15,20,210,0.7595306024941881,5,0.2368,4.205565999995997
Random,random,20,15,1,20,0.7595306024941881,5,0.2368,4.233885999994413
HighBattery,random,20,15,2,20,0.797903750624207,5,0.2368,4.708554000004028
MostConnected,random,20,15,2,90,1.0,5,0.2368,5.924155000002429
Raft,random,20,15,6,41,0.6355965088601702,5,0.2368,5.930293000005804
Fitness,random,20,16,6,448,1.0,3,0.2947,9.089789999990217
Bully,random,20,16,20,210,0.7408160057690697,3,0.2947,3.3440109999958167
Random,random,20,16,1,20,0.9489906517643181,3,0.2947,3.056999999998311
HighBattery,random,20,16,2,20,0.90968958154894,3,0.2947,4.962231000007478
MostConnected,random,20,16,2,112,1.0,3,0.2947,5.001410000005535
Raft,random,20,16,6,45,0.8610481075974751,3,0.2947,4.974770000004014
Fitness,random,20,17,6,504,1.0,3,0.3316,14.214847999994618
Bully,random,20,17,20,210,0.8145370454108127,3,0.3316,5.355684999997834
Random,random,20,17,1,20,0.8145370454108127,3,0.3316,5.685110999991139
HighBattery,random,20,17,2,20,0.7730958077704582,3,0.3316,3.834549000004017
MostConnected,random,20,17,2,126,1.0,3,0.3316,5.157729000003997
Raft,random,20,17,6,46,0.8103657375381976,3,0.3316,3.5679000000072847
Fitness,random,20,18,6,496,1.0,3,0.3263,10.997979999999075
Bully,random,20,18,20,210,0.6808677926170328,3,0.3263,2.6971720000119603
Random,random,20,18,1,20,0.8824338589911047,3,0.3263,2.929235999999946
HighBattery,random,20,18,2,20,1.0,3,0.3263,2.7622209999975667
