algorithm,topology,n_agents,trial,lqs,leader_fitness,rounds_to_converge,messages_sent,election_time_ms
Raft,random,10,26,1.0,0.0,6,24,3.1906169999995626
Fitness,random,10,27,1.0,0.8680634249881565,8,132,10.576428000000249
Bully,random,10,27,0.7424845720113398,0.6445237005810291,10,55,4.823979999999395
Random,random,10,27,0.7045428841039125,0.6115879090262761,1,10,6.488363000000774
HighBattery,random,10,27,0.8254140275031937,0.7165117277476907,2,10,4.437542999999877
MostConnected,random,10,27,1.0,0.8680634249881565,2,22,5.15305699999935
Raft,random,10,27,0.928182689411307,0.8057214443850974,6,21,6.782653999998445
Fitness,random,10,28,1.0,0.8869671868402828,7,110,4.505829999999378
Bully,random,10,28,0.9677907940404338,0.8583986780399671,10,55,1.8217290000013264
Random,random,10,28,0.9677907940404338,0.8583986780399671,1,10,2.315129999999499
HighBattery,random,10,28,1.0,0.8869671868402828,2,10,1.8730829999995535
MostConnected,random,10,28,1.0,0.8869671868402828,2,22,2.107088000000701
Raft,random,10,28,0.9677907940404338,0.8583986780399671,6,22,2.0205359999998507
Fitness,random,10,29,1.0,0.8374453983837632,6,112,4.230484999999007
Bully,random,10,29,0.6304340742946868,0.5279541145024129,10,55,3.020292000000424
Random,random,10,29,0.6740348818838738,0.5644674101837935,1,10,3.691215999999997
HighBattery,random,10,29,0.9084609999228767,0.7607864839965253,2,10,2.9352920000000893
MostConnected,random,10,29,0.8878605036335869,0.7435346931746378,2,28,2.3272829999996247
Raft,random,10,29,1.0,0.0,6,23,3.7566190000006827
Fitness,scale_free,10,0,1.0,0.863466101445757,6,128,3.9513529999997132
Bully,scale_free,10,0,0.8026510481922511,0.6930619714039135,10,55,1.4684840000001032
Random,scale_free,10,0,0.7430019400525252,0.641556988543788,1,10,1.140977000000376
HighBattery,scale_free,10,0,0.8087516816668073,0.698329661606538,2,10,1.150941999998878
MostConnected,scale_free,10,0,1.0,0.863466101445757,2,32,1.6462769999989746
Raft,scale_free,10,0,0.992237403076995,0.8567633621435551,6,25,2.6483329999997807
Fitness,scale_free,10,1,1.0,0.8857852811144117,6,128,3.6720619999996984
Bully,scale_free,10,1,0.6986822840452973,0.6188824833827229,10,55,1.4358970000003524
Random,scale_free,10,1,0.919305615463158,0.8143073830230907,1,10,1.3927269999989278
HighBattery,scale_free,10,1,0.8890320807007052,0.7874915315232045,2,10,1.6331449999995584
MostConnected,scale_free,10,1,1.0,0.8857852811144117,2,32,1.8452370000012763
Raft,scale_free,10,1,1.0,0.0,6,26,1.6377789999992842
Fitness,scale_free,10,2,1.0,0.896335211711268,6,128,4.738248999998973
Bully,scale_free,10,2,0.711241518250968,0.6375108168393251,10,55,1.4515369999994476
Random,scale_free,10,2,0.7709352918029974,0.6910164479939278,1,10,1.7384150000001597
HighBattery,scale_free,10,2,0.8603730269773013,0.7711826392863639,2,10,1.6835549999996147
MostConnected,scale_free,10,2,0.9395390442521949,0.8421419281407935,2,32,2.2748610000000724
Raft,scale_free,10,2,1.0,0.896335211711268,6,24,2.691467000000003
Fitness,scale_free,10,3,1.0,0.8398632541314726,6,128,4.914979000000486
Bully,scale_free,10,3,0.7493921624511273,0.6293869401768248,10,55,1.6944619999996746
Random,scale_free,10,3,0.7493921624511273,0.6293869401768248,1,10,1.7777199999997606
HighBattery,scale_free,10,3,0.8190651033970363,0.6879026830845659,2,10,1.7876619999999122
MostConnected,scale_free,10,3,1.0,0.8398632541314726,2,32,1.9446559999991564
Raft,scale_free,10,3,0.8871629387881718,0.7450955527154743,6,22,1.9593409999991707
Fitness,scale_free,10,4,1.0,0.8145460331730083,6,128,3.8834660000013344
Bully,scale_free,10,4,0.8185206760880774,0.6667227697776323,10,55,1.3858579999990184
Random,scale_free,10,4,0.8705501821954545,0.7091031975853471,1,10,2.138097999999644
HighBattery,scale_free,10,4,0.8505754817733167,0.6928328845926756,2,10,2.7616980000004787
MostConnected,scale_free,10,4,1.0,0.8145460331730083,2,32,2.3616979999996346
Raft,scale_free,10,4,0.8505754817733167,0.6928328845926756,6,21,1.6005830000000998
Fitness,scale_free,10,5,1.0,0.8413951979592535,6,128,6.60060899999948
Bully,scale_free,10,5,0.8405953075574308,0.7072728552059041,10,55,3.624094999999272
Random,scale_free,10,5,0.7138449036494177,0.600625674018306,1,10,1.5675819999998453
HighBattery,scale_free,10,5,0.9820434880759428,0.8262866750542537,2,10,1.3812400000006164
MostConnected,scale_free,10,5,1.0,0.8413951979592535,2,32,1.6393120000000039
Raft,scale_free,10,5,0.8643630004297953,0.727270877855282,6,22,1.6915769999990005
Fitness,scale_free,10,6,1.0,0.793624302220961,6,128,5.035168999999229
Bully,scale_free,10,6,0.732754178142423,0.5815315233277742,10,55,1.6799860000009659
Random,scale_free,10,6,0.9976049908404039,0.7917235647478638,1,10,1.7316660000012973
HighBattery,scale_free,10,6,0.8865476773282898,0.7035857818052776,2,10,2.6631649999995233
MostConnected,scale_free,10,6,0.9976049908404039,0.7917235647478638,2,32,2.442183000001208
Raft,scale_free,10,6,1.0,0.793624302220961,6,24,2.0657929999998714
Fitness,scale_free,10,7,1.0,0.85537209266005,5,96,3.895648000000307
Bully,scale_free,10,7,0.6838581750313275,0.5849531982592293,10,55,1.5575539999996835
Random,scale_free,10,7,0.7499973714945051,0.6415268211447918,1,10,1.5680989999999895
HighBattery,scale_free,10,7,0.8203583925405785,0.7017116749586694,2,10,1.489815999999422
MostConnected,scale_free,10,7,1.0,0.85537209266005,2,32,1.6148680000007687
Raft,scale_free,10,7,0.8203583925405785,0.7017116749586694,6,22,1.6397330000010868
Fitness,scale_free,10,8,1.0,0.8503632522748745,6,128,3.8534089999995302
Bully,scale_free,10,8,0.779243174141432,0.6626397598759045,10,55,1.5749209999995628
Random,scale_free,10,8,0.7720569598081212,0.656528867283886,1,10,1.2894620000007961
HighBattery,scale_free,10,8,0.8066370063553673,0.6859344681296188,2,10,1.3971619999999518
MostConnected,scale_free,10,8,0.9920714203304866,0.8436210794811866,2,32,1.4902909999996439
Raft,scale_free,10,8,0.8066370063553673,0.6859344681296188,6,21,1.5005619999985953
Fitness,scale_free,10,9,1.0,0.8968868027882577,7,160,6.314915000000809
Bully,scale_free,10,9,0.8150628072957948,0.7310190753071473,10,55,1.3339529999996103
Random,scale_free,10,9,0.8027361661007327,0.71996347349659,1,10,1.3222709999993754
HighBattery,scale_free,10,9,0.7539729249940235,0.6762283660868006,2,10,1.323739000000046
MostConnected,scale_free,10,9,0.947458032698483,0.849762605722995,2,32,3.370183999999554
Raft,scale_free,10,9,0.8371801824024152,0.7508558571525926,6,22,2.5112990000000224
Fitness,scale_free,10,10,1.0,0.861128789329497,6,128,3.2944009999997803
Bully,scale_free,10,10,0.6479335112528487,0.5579542001111756,10,55,2.504656999999355
Random,scale_free,10,10,0.8071723411003545,0.6950793408720041,1,10,2.327059000000631
HighBattery,scale_free,10,10,0.6980248719806373,0.6010893129305633,2,10,1.309792000000698
MostConnected,scale_free,10,10,1.0,0.861128789329497,2,32,1.4894359999999551
Raft,scale_free,10,10,0.843437328266659,0.7263081653655735,6,25,1.454378000000034
Fitness,scale_free,10,11,1.0,0.8664781947058893,6,128,3.9101800000000964
Bully,scale_free,10,11,0.7321904788241558,0.6344270842723951,10,55,1.6568269999996943
Random,scale_free,10,11,0.8954372550560062,0.7758768562333253,1,10,1.556776999999343
HighBattery,scale_free,10,11,0.9742488523241147,0.8441653867560834,2,10,1.9255280000010089
MostConnected,scale_free,10,11,1.0,0.8664781947058893,2,32,2.2912040000004907
Raft,scale_free,10,11,1.0,0.8664781947058893,6,25,2.8382039999996778
Fitness,scale_free,10,12,1.0,0.8896457015997937,6,128,5.145707000000499
Bully,scale_free,10,12,0.6973788904024689,0.6204201322329901,10,55,2.2275530000008814
Random,scale_free,10,12,0.7835905395020875,0.6971179552822955,1,10,1.6032470000002519
HighBattery,scale_free,10,12,0.7308682259890772,0.6502137756870492,2,10,1.6219149999994187
MostConnected,scale_free,10,12,0.9067448047056884,0.8066816179543601,2,32,2.368514000000488
Raft,scale_free,10,12,0.5873687423581099,0.5225500768929692,6,21,1.8815080000003093
Fitness,scale_free,10,13,1.0,0.8339788280573012,6,128,4.642158999999424
Bully,scale_free,10,13,0.7509967165955015,0.6263153615811975,10,55,1.0588350000002578
Random,scale_free,10,13,0.9251465786547219,0.7715526594476868,1,10,1.2969869999999162
HighBattery,scale_free,10,13,0.8553884175691517,0.7133758300181106,2,10,1.0510030000006054
MostConnected,scale_free,10,13,1.0,0.8339788280573012,2,32,1.2429629999992642
Raft,scale_free,10,13,0.7555153906902986,0.6300838401071492,6,20,1.2758519999991336
Fitness,scale_free,10,14,1.0,0.8320972286767799,6,128,6.267026999999814
Bully,scale_free,10,14,0.7558644318657176,0.6289526990108124,10,55,2.78410299999976
Random,scale_free,10,14,0.9298911007060227,0.7737598078686819,1,10,2.7401490000009687
HighBattery,scale_free,10,14,0.7558644318657176,0.6289526990108124,2,10,2.915259999999975
MostConnected,scale_free,10,14,1.0,0.8320972286767799,2,32,2.4263080000004322
Raft,scale_free,10,14,0.8207806955294973,0.6829693421014946,6,22,3.0563820000004682
Fitness,scale_free,10,15,1.0,0.8351412962189554,6,128,3.7385590000003077
Bully,scale_free,10,15,0.70221718745764,0.5864505721606026,10,55,2.0561870000008753
Random,scale_free,10,15,0.7942391031851801,0.6633018741418519,1,10,1.547245999999447
HighBattery,scale_free,10,15,0.7942391031851801,0.6633018741418519,2,10,1.4630400000008592
MostConnected,scale_free,10,15,0.8318585132015097,0.6947193969858818,2,32,2.4079139999990673
Raft,scale_free,10,15,0.717778424541625,0.5994464038696924,6,20,3.0923579999999617
Fitness,scale_free,10,16,1.0,0.8330005137099723,6,128,3.5491580000002187
Bully,scale_free,10,16,0.8607724519007944,0.7170238946207542,10,55,1.426529999999815
Random,scale_free,10,16,0.7358140627942112,0.6129334923025997,1,10,1.4010830000010799
HighBattery,scale_free,10,16,0.8317601909006045,0.6928566663037081,2,10,1.4765119999999854
MostConnected,scale_free,10,16,1.0,0.8330005137099723,2,32,1.9528119999989713
Raft,scale_free,10,16,0.9490511161682318,0.7905600673051597,6,23,2.0408240000016065
Fitness,scale_free,10,17,1.0,0.8056882770888314,6,128,4.30610699999967
Bully,scale_free,10,17,0.8164225161864458,0.657782050442786,10,55,1.7386650000013049
Random,scale_free,10,17,0.744534453186883,0.599862680821415,1,10,2.297204999999636
HighBattery,scale_free,10,17,1.0,0.8056882770888314,2,10,1.74732199999994
MostConnected,scale_free,10,17,0.9337150952896848,0.7522833064157801,2,32,2.9148960000000557
Raft,scale_free,10,17,0.81071199105984,0.6531811472922586,6,22,5.572723000000224
Fitness,scale_free,10,18,1.0,0.880548097123918,6,128,5.207345999998836
Bully,scale_free,10,18,0.7304230482989467,0.6431726252750891,10,55,1.7320899999990758
Random,scale_free,10,18,0.86434103422762,0.7610938529552501,1,10,1.755629999999897
HighBattery,scale_free,10,18,0.7861158848653736,0.6922128465370898,2,10,1.7029900000000708
MostConnected,scale_free,10,18,1.0,0.880548097123918,2,32,2.793693000000985
Raft,scale_free,10,18,0.7364049457673386,0.648439973708072,6,21,2.985438999999701
Fitness,scale_free,10,19,1.0,0.8402671241285659,6,128,5.174648000000559
Bully,scale_free,10,19,0.7151722946654802,0.6009357672949903,10,55,1.9358330000009971
Random,scale_free,10,19,1.0,0.8402671241285659,1,10,2.161726000000641
HighBattery,scale_free,10,19,1.0,0.8402671241285659,2,10,2.94651499999965
MostConnected,scale_free,10,19,0.9853293038603008,0.8279398204742968,2,32,4.173204999998958
Raft,scale_free,10,19,0.9853293038603008,0.0,6,25,3.7977149999992577
Fitness,scale_free,10,20,1.0,0.9073828272756865,6,128,3.9805910000012545
Bully,scale_free,10,20,0.6834534726965839,0.6201539443668125,10,55,1.61740100000074
Random,scale_free,10,20,0.8706325346751607,0.7899970108317445,1,10,1.2546730000000395
HighBattery,scale_free,10,20,0.846541941869955,0.7681376206214097,2,10,1.4837050000000573
MostConnected,scale_free,10,20,1.0,0.9073828272756865,2,32,1.4855869999994553
Raft,scale_free,10,20,0.6124901771715789,0.5557630686405335,6,20,1.447024999999158
Fitness,scale_free,10,21,1.0,0.8544035111788151,6,128,3.8736370000016507
Bully,scale_free,10,21,0.8066267602149523,0.6891847361384473,10,55,1.6042429999991725
Random,scale_free,10,21,0.7161191612512435,0.6118547257954905,1,10,3.0205179999995835
HighBattery,scale_free,10,21,0.7886686602687314,0.6738412724902961,2,10,2.2988210000001175
MostConnected,scale_free,10,21,1.0,0.8544035111788151,2,32,3.2824289999986433
Raft,scale_free,10,21,0.9703315806972203,0.8290547095553947,6,23,3.731731000000238
Fitness,scale_free,10,22,1.0,0.7900938633129115,6,128,5.970218999999943
Bully,scale_free,10,22,0.8297689151539237,0.6555953278309271,10,55,1.6903149999993872
Random,scale_free,10,22,0.76097912981447,0.6012449405756123,1,10,1.5012500000004536
HighBattery,scale_free,10,22,0.8627717896073398,0.6816706964082576,2,10,1.519213999999991
MostConnected,scale_free,10,22,1.0,0.7900938633129115,2,32,2.5281210000009935
Raft,scale_free,10,22,0.9020351303609278,0.7126924209908312,7,21,2.3159719999998885
Fitness,scale_free,10,23,1.0,0.8203914773479092,6,128,5.959127000000564
Bully,scale_free,10,23,0.7055164895494567,0.5787997151547895,10,55,1.3788829999992203
Random,scale_free,10,23,0.751978805668813,0.6169170033169539,1,10,1.4139699999997646
HighBattery,scale_free,10,23,0.8411711356168071,0.6900896306510909,2,10,2.340803000000946
MostConnected,scale_free,10,23,1.0,0.8203914773479092,2,32,2.7860390000000734
Raft,scale_free,10,23,0.8411711356168071,0.0,6,22,2.3798920000004387
Fitness,scale_free,10,24,1.0,0.9131377095466768,6,128,5.776012000000108
Bully,scale_free,10,24,0.7116202858054246,0.6498073178473169,10,55,2.3768020000005663
Random,scale_free,10,24,0.7160367052817339,0.6538401170123114,1,10,1.9231880000010193
HighBattery,scale_free,10,24,0.7231632676595183,0.6603476498589029,2,10,1.7803979999992947
MostConnected,scale_free,10,24,1.0,0.9131377095466768,2,32,1.9986549999995162
Raft,scale_free,10,24,1.0,0.0,6,26,1.9469920000005914
Fitness,scale_free,10,25,1.0,0.8862680875475728,6,128,5.22553999999964
Bully,scale_free,10,25,0.7526117485476698,0.667015775051178,10,55,2.0709760000006128
Random,scale_free,10,25,0.7946548913770352,0.7042772708410492,1,10,1.5296730000002867
HighBattery,scale_free,10,25,0.8589026165433721,0.7612179793535007,2,10,1.9006370000003159
MostConnected,scale_free,10,25,0.9393773598856029,0.8325401762313013,2,32,1.8528629999998714
Raft,scale_free,10,25,0.9393773598856029,0.8325401762313013,6,24,1.8601310000008198
Fitness,scale_free,10,26,1.0,0.8456136161854375,6,128,4.736395000000115
Bully,scale_free,10,26,0.736011925455259,0.6223817058398282,10,55,1.4986300000003894
Random,scale_free,10,26,0.736011925455259,0.6223817058398282,1,10,1.4852140000005676
HighBattery,scale_free,10,26,0.9514396741196556,0.8045503434146162,2,10,1.458273000000787
MostConnected,scale_free,10,26,0.9549838631440495,0.8075473579119786,2,32,1.6363080000001418
Raft,scale_free,10,26,0.9549838631440495,0.0,6,24,2.077768999999563
Fitness,scale_free,10,27,1.0,0.8147750954856525,6,128,3.656209000000743
Bully,scale_free,10,27,0.8205933933599104,0.6685990604297166,10,55,1.5222349999994833
Random,scale_free,10,27,0.8650678092598749,0.7048357068912788,1,10,2.3790570000006284
HighBattery,scale_free,10,27,0.7883911384839113,0.6423614651382711,2,10,1.9125420000012383
MostConnected,scale_free,10,27,1.0,0.8147750954856525,2,32,2.224981000001236
Raft,scale_free,10,27,0.6904681178821618,0.5625762266772372,6,21,2.0216990000001545
Fitness,scale_free,10,28,1.0,0.9091404640713902,6,128,3.5121310000008066
Bully,scale_free,10,28,0.7983154074422264,0.7257808399973666,10,55,1.1176989999999165
Random,scale_free,10,28,0.7573043814584574,0.688496056802439,1,10,1.5915149999994327
HighBattery,scale_free,10,28,0.7685840977096772,0.6987509032696666,2,10,1.4942060000002755
MostConnected,scale_free,10,28,1.0,0.9091404640713902,2,32,1.3295889999991317
Raft,scale_free,10,28,0.7685840977096772,0.6987509032696666,6,21,1.3466569999991407
Fitness,scale_free,10,29,1.0,0.8434437756102968,6,128,6.703508000001079
Bully,scale_free,10,29,0.841026125354579,0.7093582505559649,10,55,3.0124740000001538
Random,scale_free,10,29,0.9188973408118198,0.775038242532583,1,10,3.212655000000453
HighBattery,scale_free,10,29,0.9002348453927076,0.7592974769339771,2,10,2.348233999999394
MostConnected,scale_free,10,29,1.0,0.8434437756102968,2,32,2.8395270000007855
Raft,scale_free,10,29,0.9433879731303945,0.0,6,24,2.0452390000009757
Fitness,geometric,10,0,1.0,0.8582500885271058,8,168,8.71061399999995
Bully,geometric,10,0,0.6384004344501589,0.5479072293825917,10,55,2.7992759999992955
Random,geometric,10,0,0.9964020866846717,0.8551621791057125,1,10,2.737250999999219
HighBattery,geometric,10,0,0.9964020866846717,0.8551621791057125,2,10,5.053496999998686
MostConnected,geometric,10,0,0.8070370738558431,0.6926396400814337,2,28,5.688904000001216
Raft,geometric,10,0,0.9689576161803151,0.8316079598657689,6,22,3.7891299999994743
Fitness,geometric,10,1,1.0,0.8810917083065928,8,144,7.3596270000013675
Bully,geometric,10,1,0.8985321033708843,0.7916891859273685,10,55,2.173205000000067
Random,geometric,10,1,0.8298772417624262,0.7311979566292194,1,10,2.330611999999732
HighBattery,geometric,10,1,0.61373309531487,0.5407551413952717,2,10,2.144639999999143
MostConnected,geometric,10,1,0.8481096128497752,0.7472623476170515,2,24,2.3927750000005688
Raft,geometric,10,1,0.7421933974150878,0.0,6,21,2.3783460000004197
Fitness,geometric,10,2,1.0,0.8888566086508347,6,160,4.200442999998444
Bully,geometric,10,2,0.796856766672946,0.7082914032053843,10,55,1.8782860000001733
Random,geometric,10,2,0.8768991280368887,0.779437585075743,1,10,1.2850079999999764
HighBattery,geometric,10,2,0.9994919477428721,0.8884050230445466,2,10,1.2802489999987898
MostConnected,geometric,10,2,0.9994919477428721,0.8884050230445466,2,40,1.4723879999998246
Raft,geometric,10,2,0.7177224420745918,0.6379523358150169,6,21,1.4825019999999967
Fitness,geometric,10,3,1.0,0.8664333812008873,9,154,8.17742999999993
Bully,geometric,10,3,1.0,0.8664333812008873,10,55,4.899416000000656
Random,geometric,10,3,0.6634546342480012,0.5748392420248937,1,10,4.310118999999446
HighBattery,geometric,10,3,0.7319934727779697,0.634223579635996,2,10,3.978313999999372
MostConnected,geometric,10,3,0.9637743423961507,0.8350462621969585,2,22,5.907436000001098
Raft,geometric,10,3,0.6634546342480012,0.5748392420248937,6,22,4.948512000000349
Fitness,geometric,10,4,1.0,0.8438791296214629,7,150,7.876156000000023
Bully,geometric,10,4,0.8837767124052797,0.7458007228442853,10,55,5.537514000000243
Random,geometric,10,4,0.6278255366467128,0.5298088674195559,1,10,3.083287000000823
HighBattery,geometric,10,4,0.8798145910463107,0.742457171320424,2,10,3.017359999999414
MostConnected,geometric,10,4,1.0,0.8438791296214629,2,30,2.7514779999986416
Raft,geometric,10,4,0.9108445115989302,0.0,6,23,4.180768999999529
Fitness,geometric,10,5,1.0,0.8284788280517899,7,150,7.486672000000638
Bully,geometric,10,5,0.6777620008747912,0.5615114681827832,10,55,3.9938290000005594
Random,geometric,10,5,0.6639572258591606,0.5500745043563149,1,10,4.224323999999058
HighBattery,geometric,10,5,0.6639572258591606,0.5500745043563149,2,10,2.2339930000008223
MostConnected,geometric,10,5,1.0,0.8284788280517899,2,30,3.0482099999993295
Raft,geometric,10,5,0.918996876910679,0.0,6,23,3.0662259999996166
